"","name","children"
"reaction29","rn:R00032","list(name = ""substrate"", attributes = c(id = ""13"", name = ""cpd:C02094""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction32","rn:R02125","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction42","rn:R08387","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction52","rn:R03048 rn:R08380","list(name = ""substrate"", attributes = c(id = ""23"", name = ""cpd:C02110""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction61","rn:R07163","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""33"", name = ""cpd:C15492""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction71","rn:R08388","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction81","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction9","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction10","rn:R08389","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction111","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction12","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction13","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction14","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction15","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction16","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction17","rn:R08391","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""72"", name = ""cpd:C16680""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction18","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction19","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction20","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction211","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction22","rn:R08384","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction23","rn:R08385","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction24","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction25","rn:R02368","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction26","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction27","rn:R11952","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""95"", name = ""cpd:C21797""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction30","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction112","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction210","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction33","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction43","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction53","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction62","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction72","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction34","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction113","rn:R02123","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction212","rn:R00032","list(name = ""substrate"", attributes = c(id = ""13"", name = ""cpd:C02094""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction35","rn:R02125","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction44","rn:R08387","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction54","rn:R03048 rn:R08380","list(name = ""substrate"", attributes = c(id = ""23"", name = ""cpd:C02110""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction63","rn:R07163","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""33"", name = ""cpd:C15492""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction73","rn:R08388","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction82","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction91","rn:R08381","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction101","rn:R08389","list(name = ""substrate"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""48"", name = ""cpd:C03455""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction114","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction121","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction131","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction141","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction151","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction161","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction171","rn:R08391","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""72"", name = ""cpd:C16680""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction181","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction191","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction201","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction213","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction221","rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction231","rn:R08384","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction241","rn:R08385","list(name = ""substrate"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""31"", name = ""cpd:C15493""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction251","rn:R02902","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""54"", name = ""cpd:C11061""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction261","rn:R02368","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction271","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction281","rn:R11952","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""95"", name = ""cpd:C21797""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction36","rn:R02124","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction115","rn:R02123","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction214","rn:R00032","list(name = ""substrate"", attributes = c(id = ""13"", name = ""cpd:C02094""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction37","rn:R02125","list(name = ""substrate"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction45","rn:R03048 rn:R08380","list(name = ""substrate"", attributes = c(id = ""23"", name = ""cpd:C02110""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction55","rn:R07163","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""33"", name = ""cpd:C15492""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction64","rn:R08388","list(name = ""substrate"", attributes = c(id = ""18"", name = ""cpd:C02075 cpd:C02588""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""22"", name = ""cpd:C00899""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction74","rn:R08382 rn:R08383","list(name = ""substrate"", attributes = c(id = ""27"", name = ""cpd:C16682""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""29"", name = ""cpd:C16681""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction83","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction92","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction102","rn:R08392","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""57"", name = ""cpd:C16677""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction116","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction122","rn:R02124 rn:R08379","list(name = ""substrate"", attributes = c(id = ""7"", name = ""cpd:C00473""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""10"", name = ""cpd:C00376""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction132","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction142","rn:R08391","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""72"", name = ""cpd:C16680""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
"reaction152","rn:R08390","list(name = ""substrate"", attributes = c(id = ""16"", name = ""cpd:C00777""), children = NULL, namespace = NULL, namespaceDefinitions = NULL) / list(name = ""product"", attributes = c(id = ""73"", name = ""cpd:C16679""), children = NULL, namespace = NULL, namespaceDefinitions = NULL)"
