"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree"
"11",887,"ec","00130",58,82,1,14,"ec:1.13.11.27","30<=x<80",42.4219910846954,4,5,0.000356760613628255,0.00281954887218045,0,6,27,8,2.14285714285714,14,7,1.14285714285714,2,2,0,6,3,1,6,4,0.666666666666667,2,2,0
"12",889,"ec","00130",58,82,1,14,"ec:2.1.1.295","<30",3.91901931649331,5,3,0.000313185092389602,0.0031328320802005,0,6,27,8,2.14285714285714,14,7,1,2,2,0,6,3,1,6,4,0.666666666666667,2,2,0
"13",894,"ec","00130",58,82,1,14,"ec:2.1.1.163",">=80",82.5408618127786,13,5,0.000318979266347687,0.00845864661654135,0,6,23,5,2.33333333333333,17,7,1.76470588235294,6,6,2,3,3,0.666666666666667,6,4,0.666666666666667,2,2,0
"14",895,"ec","00130",58,82,1,14,"ec:5.5.1.24","<30",3.39895988112927,5,3,0.000324569944823109,0.0012531328320802,0,6,27,8,2.14285714285714,15,7,1.46666666666667,6,3,1,6,4,0.666666666666667,2,2,0,1,1,0
"15",896,"ec","00130",58,82,1,14,"ec:2.5.1.74","30<=x<80",43.9450222882615,12,2,0.000324569944823109,0.0100250626566416,0,6,22,5,2.08695652173913,17,8,1.52941176470588,6,2,1.33333333333333,4,2,1,6,4,0.666666666666667,2,2,0
"16",899,"ec","00130",58,82,1,14,"ec:5.5.1.24","<30",3.39895988112927,6,2,0.000307787011388119,0.0018796992481203,0,6,27,8,2.14285714285714,15,8,1.33333333333333,6,3,1,6,4,0.666666666666667,2,2,0,1,1,0
"17",901,"ec","00130",58,82,1,14,"ec:2.5.1.115","<30",3.47325408618128,4,5,0.000343406593406593,0.00469924812030075,0,6,27,8,2.14285714285714,5,5,1.6,11,6,0.909090909090909,6,3,1,6,4,0.666666666666667,2,2,0
"18",907,"ec","00130",58,82,1,14,"ec:2.5.1.117","<30",1.98736998514116,4,4,0.000371747211895911,0,0,6,27,6,2.5,15,7,1.46666666666667,6,2,1.33333333333333,6,4,0.666666666666667,2,2,0,1,1,0
"19",920,"ec","00130",58,82,1,14,"ec:4.2.1.151","<30",10.5869242199108,10,3,0.000330360092500826,0.0031328320802005,0,6,21,6,2.72727272727273,5,3,1.2,17,7,1.76470588235294,6,6,2,6,4,0.666666666666667,2,2,0
"20",921,"ec","00130",58,82,1,14,"ec:2.5.1.120","<30",10.6426448736999,11,3,0.000324675324675325,0.0037593984962406,0,6,22,8,2.78260869565217,4,4,1,17,7,1.76470588235294,6,6,2,6,4,0.666666666666667,2,2,0
"21",924,"ec","00130",58,82,1,14,"ec:5.5.1.24","<30",3.39895988112927,5,3,0.00031328320802005,0.0006265664160401,0,6,27,6,2.92857142857143,15,7,1.73333333333333,6,6,2,6,4,0.666666666666667,2,2,0,1,1,0
"22",926,"ec","00130",58,82,1,14,"ec:5.5.1.24","<30",3.39895988112927,6,2,0.000307787011388119,0.00031328320802005,0,6,27,6,2.92857142857143,15,7,1.73333333333333,6,6,2,6,4,0.666666666666667,2,2,0,1,1,0
"23",928,"ec","00130",58,82,1,14,"ec:2.5.1.116","<30",3.47325408618128,4,5,0.000307787011388119,0.0012531328320802,0,6,27,6,2.92857142857143,11,4,2.18181818181818,6,6,2,6,4,0.666666666666667,2,2,0,5,3,0.8
"24",929,"ec","00130",58,82,1,14,"ec:2.1.1.295","<30",3.91901931649331,5,3,0.000302480338777979,0,0,6,27,6,3.14285714285714,14,3,2.57142857142857,6,6,2.66666666666667,6,3,1.33333333333333,2,2,1,2,2,1
"25",930,"ec","00130",58,82,1,14,"ec:1.6.5.12","<30",4.19762258543834,3,2,0.000307787011388119,0.00031328320802005,0,6,27,6,2.92857142857143,17,7,2.11764705882353,6,6,2,4,4,0.5,2,2,0,1,1,0
"26",931,"ec","00130",58,82,1,14,"ec:2.1.1.329","<30",4.03046062407132,2,3,0.000302480338777979,0,0,6,27,6,3.14285714285714,17,3,2.58823529411765,6,6,2.66666666666667,3,3,2,2,2,1,2,2,1
