"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry14","39","ec:2.3.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.4","rn:R02058",458,321,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,508,6029,8.42594128379499,0.0109626963075239,7,18,0.4,0.000322997416020672,1,7.86935689894253e-17,8,8,10,10,0.249651071474031,1,"HNB"
"entry15","43","ec:5.1.3.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.14","rn:R00420",767,377,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,2899,6029,48.084259412838,0.0015473032714412,2,21,0.75,7.69112444239348e-05,2,7.74440825921193e-16,10,8,10,8,0.322970941923594,0.0849706497764972,"NHB"
"entry16","44","ec:1.1.1.336","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.336","rn:R03317",864,377,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1250,6029,20.7331232376845,0,0,0,0,7.24322758221063e-05,20,3.29500084631818e-16,11,8,10,1,0.0128975610532911,0,"NHNB"
"entry17","45","ec:5.1.3.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.7","rn:R00418",767,480,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,411,6029,6.81705092055067,0.0001657824933687,4,27,0.964285714285714,9.98003992015968e-05,2,3.74586558893363e-16,10,8,10,8,0.243580312014151,0.290240369312471,"NHNB"
"entry18","48","ec:2.5.1.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.7","rn:R00660",722,226,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,5011,6029,83.1149444352297,0.00156572354848217,6,27,0.75,9.98502246630055e-05,2,2.4554340711585e-16,10,8,10,9,0.189158742314346,0.358535704552402,"HNB"
"entry19","49","ec:1.3.1.98","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.98","rn:R03191 rn:R03192",721,143,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4984,6029,82.6671089732957,0,0,0,0,7.24322758221063e-05,19,6.68518030314857e-17,11,8,10,2,0.0563697393818006,0,"NHNB"
"entry20","53","ec:2.5.1.56","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.56","rn:R01804",994,222,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,596,6029,9.88555315972798,0.00677866195107574,3,9,0.428571428571429,7.496813854112e-05,3,7.99765447276745e-16,9,8,10,7,0.0949269574050344,0.00694536923316762,"NHNB"
"entry21","55","ec:5.1.3.9","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.9","rn:R02087",578,211,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,1342,6029,22.2590811079781,0,0,15,0.535714285714286,7.24322758221063e-05,1,5.26756856528089e-16,8,8,10,8,0.658603393231854,0,"NHNB"
"entry22","57","ec:2.7.1.192","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.192","rn:R08559",361,143,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1602,6029,26.5715707414165,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry23","59","ec:4.2.1.126","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.126","rn:R08555",435,186,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,2048,6029,33.9691491126223,0.0145151783082818,6,15,0.535714285714286,0.000390015600624025,1,0,8,8,10,8,9.07996208803544e-17,0.524228522969753,"NHNB"
"entry25","63","ec:1.1.1.136","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.136","rn:R00421",767,424,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,607,6029,10.0680046442196,0.00606027114647804,4,27,0.75,9.98203234178479e-05,2,4.91088276983105e-16,10,8,10,9,0.287635440381226,0.23279444181947,"HB"
"entry27","69","ec:5.1.3.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.8","rn:R01207",578,171,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,322,6029,5.34085254602753,0.00928381962864721,5,20,0.444444444444444,0.000102092904543134,1,4.04886323121297e-17,8,8,10,10,0.448546777508384,0.249472781397444,"HNB"
"entry28","71","ec:3.2.1.165","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.165","rn:R01966",231,370,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,105,6029,1.7415823519655,0.00869437076333628,2,4,0.4,0.000141402714932127,1,3.89262377426701e-18,9,8,10,5,0.238078439937893,0.361643127084503,"NHNB"
"entry29","73","ec:3.2.1.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.52","rn:R00022",231,258,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4149,6029,68.8173826505225,0,5,14,0.933333333333333,0.000430477830391735,1,0,8,8,10,6,0.0649647098989393,0.398411649590655,"NHNB"
"entry30","75","ec:3.2.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.14","rn:R02334",120,258,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1515,6029,25.1285453640736,0,7,14,0.666666666666667,0.000506842372022301,1,0,8,8,10,7,8.60556279786087e-17,0.427995152715022,"NHNB"
"entry31","78","ec:3.5.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.5.1.41","rn:R02333",64,302,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,76,6029,1.26057389285122,7.36811081638668e-05,1,0,0,0.000143740117866897,1,0,9,8,10,2,0.0649647098989393,0,"NHNB"
"entry32","80","ec:3.2.1.132","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.132","rn:R02833",120,370,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,183,6029,3.03532924199701,0.00442086648983201,1,0,0,0.000142571998859424,1,0,10,8,10,2,1.81545049530997e-17,0.0542078482510238,"NHNB"
"entry33","81","ec:4.1.3.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.3.3","rn:R01811",1032,300,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1008,6029,16.7191905788688,0,2,6,1,7.69645193565766e-05,1,4.5135118470978e-16,9,8,10,4,0.0622883018566392,0.0434567110213291,"NHNB"
"entry36","85","ec:2.7.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.8","rn:R01961",361,380,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,575,6029,9.53723668933488,0.000926276788345754,3,10,0.357142857142857,0.000138274336283186,1,2.03422623984944e-16,9,8,10,8,0.588320405411287,0.362436180685101,"NHNB"
"entry37","86","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R03920",361,471,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,576,6029,9.55382318792503,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry38","87","ec:2.7.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.4","rn:R03920",361,492,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,3649,6029,60.5241333554487,0,2,5,0.833333333333333,0.00013696753869333,1,0.103173560966682,10,8,10,4,0.174697877359619,0.157194757308807,"NHNB"
"entry39","89","ec:3.2.1.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.2.1.14","rn:R01206",120,217,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1515,6029,25.1285453640736,0,7,14,0.666666666666667,0.000506842372022301,1,0,8,8,10,7,8.60556279786087e-17,0.427995152715022,"NHNB"
"entry40","93","ec:2.7.1.193","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.193","rn:R05199",361,202,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1601,6029,26.5549842428263,0,5,14,0.933333333333333,0.000372995151063036,1,5.82007209439721e-18,8,8,10,6,0.079571821548539,0.506110892374198,"NHNB"
"entry41","94","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R01961",361,359,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,576,6029,9.55382318792503,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry42","98","ec:2.4.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.1.16","rn:R02335",767,318,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,277,6029,4.59446010947089,0,8,27,0.964285714285714,0.000101142914938809,2,0,10,8,10,8,9.34688597615438e-17,0.453011936676319,"NHNB"
"entry60","121","ec:2.7.7.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.43","rn:R01117",1282,257,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,424,6029,7.03267540222259,0,1,3,1,7.36756796581448e-05,3,6.26020979935363e-16,10,8,10,4,0.00117943032496605,0.000278156589794946,"NHNB"
"entry61","124","ec:1.14.18.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.2","rn:R01115",1353,321,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,103,6029,1.70840935478521,0.00206307102858827,2,3,0.5,7.36811081638668e-05,3,7.3694384187312e-16,10,8,10,6,0.00122165127547893,0.0002781565897949,"NHB"
"entry62","125","ec:1.14.18.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.18.2","rn:R01803",1211,321,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,103,6029,1.70840935478521,0.00206307102858827,2,3,0.5,7.36811081638668e-05,3,7.3694384187312e-16,10,8,10,6,0.00122165127547893,0.0002781565897949,"NHB"
"entry63","126","ec:1.6.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.6.2.2","rn:R00100",1283,321,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,522,6029,8.65815226405706,0,1,0,0,7.36756796581448e-05,3,2.93237417234868e-16,11,8,10,2,4.22209505128309e-05,0.000278156589794939,"NHNB"
"entry64","128","ec:2.7.7.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.43","rn:R04215",1282,377,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,424,6029,7.03267540222259,0,1,3,1,7.36756796581448e-05,3,6.26020979935363e-16,10,8,10,4,0.00117943032496605,0.000278156589794946,"NHNB"
"entry83","149","ec:1.1.1.335","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.335","rn:R10140",963,424,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,314,6029,5.20816055730635,0.00464190981432361,1,0,0,7.43052459503641e-05,5,2.15994910752344e-16,11,8,10,2,0.0353355015423681,0,"NHB"
"entry85","152","ec:2.6.1.98","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.98","rn:R10141",1061,424,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,264,6029,4.37883562779897,0.00324196875921014,1,0,0,7.36756796581448e-05,5,7.39505467482039e-17,12,8,10,2,1.81545049530997e-17,0,"NHB"
"entry87","155","ec:2.3.1.201","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.201","rn:R10100",1160,424,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,314,6029,5.20816055730635,0.00169466548776894,1,0,0,7.30513551026372e-05,6,8.98466990270623e-18,13,8,10,2,1.81545049530997e-17,0,"NHB"
"entry89","158","ec:5.1.3.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.23","rn:R09600",1256,424,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,211,6029,3.49975120252115,0,0,0,0,7.24322758221063e-05,6,6.4929276203651e-19,14,8,10,1,9.07725247654987e-18,0,"NHNB"
"entry91","161","ec:4.2.1.115","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.115","rn:R09697",767,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,372,6029,6.17017747553491,0.00810492189802535,1,27,0.75,7.55800770916786e-05,2,1.42255110516557e-15,10,8,10,9,0.360289724404326,7.94097463874817e-18,"HB"
"entry93","165","ec:2.6.1.92","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.92","rn:R09825",864,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,147,6029,2.4382152927517,0.00677866195107574,1,0,0,7.49400479616307e-05,7,5.69299129212563e-16,11,8,10,2,1.81545049530997e-17,0,"NHB"
"entry95","167","ec:2.3.1.202","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.202","rn:R09842",964,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,151,6029,2.50456128711229,0.00530503978779841,1,0,0,7.43052459503641e-05,7,1.65076056835952e-16,12,8,10,2,1.81545049530997e-17,0,"NHB"
"entry97","170","ec:3.6.1.57","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.57","rn:R09834",1061,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,131,6029,2.17283131530934,0.00368405540819334,1,0,0,7.36756796581448e-05,8,3.72795819373709e-17,13,8,10,2,1.81545049530997e-17,0,"NHB"
"entry99","173","ec:2.5.1.97","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.97","rn:R09841",1160,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,252,6029,4.1797976447172,0.00191570881226054,1,0,0,7.30513551026372e-05,8,8.63660118965841e-18,14,8,10,2,1.81545049530997e-17,0,"NHB"
"entry102","177","ec:2.7.7.81","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.81","rn:R09843",1281,513,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,254,6029,4.2129706418975,0,0,0,0,7.24322758221063e-05,8,6.50181065143569e-18,15,8,10,1,9.07725247654987e-18,0,"NHNB"
"entry103","185","ec:2.7.1.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.43","rn:R01476",361,890,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,174,6029,2.88605075468569,0.0028735632183908,1,0,0,8.95335303071e-05,9,0.183146628632035,12,8,10,2,1.44641351754538e-16,0,"NHNB"
"entry104","186","ec:2.7.7.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.44","rn:R01381",651,879,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,0,6029,0,0.00162098437960507,5,10,0.666666666666667,8.96860986547085e-05,9,0.0640807895843465,13,8,10,6,4.50261385880204e-17,0,"NHNB"
"entry105","189","ec:2.7.1.44","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.44","rn:R01980",421,1226,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,94,6029,1.55913086747388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry106","191","ec:4.2.1.76","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.76","rn:R00293",848,1002,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,122,6029,2.02355282799801,0.0001105216622458,4,9,0.9,8.9613764674254e-05,9,0.183146628632035,12,8,10,5,1.56429109576488e-16,0,"NHNB"
"entry107","192","ec:2.7.7.12","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.12","rn:R00955",627,1124,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,2657,6029,44.0703267540222,0.000442086648983201,2,1,0.333333333333333,7.43162901307967e-05,9,0.259197746134536,13,8,10,3,3.9301336399158e-17,0,"NHNB"
"entry108","194","ec:5.1.3.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.2","rn:R00291",721,1056,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,5353,6029,88.7875269530602,0.0146625405246095,5,12,0.428571428571429,8.97343862167983e-05,9,0.740802253865464,12,8,10,9,2.52379217735584e-16,0,"HNB"
"entry109","196","ec:1.1.1.22","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.22","rn:R00286",721,924,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,4287,6029,71.1063194559628,0.00858384910109048,3,23,0.511111111111111,8.95977062987188e-05,9,0.801799060435694,12,8,10,10,4.41124313946548e-16,0,"HNB"
"entry110","198","ec:4.1.1.35","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.35","rn:R01384",691,776,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,1203,6029,19.9535578039476,0.00434718538166814,5,16,0.571428571428571,8.96700143472023e-05,9,0.269648511219428,12,8,10,8,2.79832777608043e-16,0,"NHNB"
"entry111","200","ec:5.1.3.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.1.3.5","rn:R01473",718,688,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,258,6029,4.27931663625809,0.00272620100206307,4,5,0.5,8.95736295234683e-05,9,0.183146628632035,12,8,10,5,1.56429109576488e-16,0,"NHNB"
"entry112","201","ec:5.3.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.3.1.8","rn:R01819",471,1056,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,4427,6029,73.4284292585835,0.00589448865310934,4,13,0.464285714285714,0.000137193030594046,1,0.387027392539505,10,8,10,9,0.385686170938772,0.305532942386172,"HNB"
"entry113","202","ec:5.4.2.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.8","rn:R01818",508,1385,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,4596,6029,76.2315475203185,0.0194518125552608,2,5,0.333333333333333,7.97766254487435e-05,1,0.394193067467218,10,8,10,6,0.204360690284539,0,"NHB"
"entry114","204","ec:5.4.2.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?5.4.2.2","rn:R00959",508,991,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,4893,6029,81.1577376015923,0.0294724432655467,5,10,0.222222222222222,9.89217528934613e-05,1,0.377615206943653,10,8,10,10,0.292402027929992,0,"HNB"
"entry115","206","ec:2.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.1","rn:R01786",361,991,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,576,6029,9.55382318792503,0,1,1,1,0.000392772977219167,4,0,9,8,10,2,8.97052852872729e-19,8.70030271605407e-19,"NHNB"
"entry116","208","ec:2.7.1.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.6","rn:R01092",421,1114,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,2727,6029,45.2313816553326,0.000810492189802535,2,7,0.466666666666667,7.6283469372187e-05,1,5.91411065025351e-16,9,8,10,6,0.0959329696830062,0.1715705920726,"NHNB"
"entry117","211","ec:2.7.7.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.13","rn:R00885",651,1374,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",0,4112,6029,68.203682202687,0.00828912466843501,3,3,0.5,7.83699059561129e-05,10,0.137923385216803,11,8,10,4,1.52367406334148e-17,0,"NHNB"
"entry118","213","ec:2.7.7.30","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.30","rn:R01951",651,1464,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,175,6029,2.90263725327583,0.000442086648983201,1,0,0,7.627765064836e-05,11,0,14,8,10,2,1.81545049530997e-17,0,"NHB"
"entry119","215","ec:2.7.1.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.52","rn:R03161",421,1464,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,284,6029,4.71056559960192,0,1,0,0,7.69289945380414e-05,11,0,15,8,10,1,1.1683607470193e-17,0,"NHNB"
"entry121","219","ec:2.6.1.87","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.87","rn:R07659",965,890,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,470,6029,7.79565433736938,0.00604185086943708,1,0,0,7.36756796581448e-05,12,0.141652438587491,13,8,10,2,4.60971165732168e-17,0,"NHB"
"entry122","221","ec:2.1.2.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.2.13","rn:R07660",1076,890,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,489,6029,8.11079781058219,0.00309460654288241,1,0,0,7.30513551026372e-05,12,0.0495624744994451,14,8,10,2,1.81545049530997e-17,0,"NHB"
"entry123","223","ec:2.4.2.53","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.4.2.53","rn:R07661",1188,890,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",0,761,6029,12.6223254271023,0,0,0,0,7.24322758221063e-05,12,0.0173413102026545,15,8,10,1,9.07725247654987e-18,0,"NHNB"
"entry124","226","ec:2.7.1.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.46","rn:R01754",361,622,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00520",1,102,6029,1.69182285619506,0,2,0,0,9.16002564807182e-05,13,0,12,8,10,2,2.3367214940386e-17,0,"NHB"
"entry125","227","ec:2.7.7.64","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.64","rn:R03077",651,622,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00520",1,134,6029,2.22259081107978,0.0505820807544945,14,22,0.161764705882353,8.9863407620417e-05,9,0.523443730903628,11,8,10,18,1.14638454417154e-16,0,"HB"
