"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry49","91","ec:2.3.3.18","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.3.18","rn:R08870",416,712,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,0,3797,0,0.00142450142450142,1,0,0,0.00137174211248285,4,1.1859185069537e-16,1,1,7,2,3.63894118618896e-17,0,"NHB"
"entry50","94","ec:2.3.1.183","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.183","rn:R08871",746,712,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,2973,3797,78.2986568343429,0,1,0,0,0.00137174211248285,5,8.69634441306611e-16,1,1,7,1,3.98734930520271e-17,0,"NHNB"
"entry51","101","ec:1.1.1.309","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.309","rn:R09478",318,349,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,0,3797,0,0.0897435897435897,3,6,0.4,0.00189393939393939,2,5.92992620205222e-15,5,1,7,6,1,3.65731565383383e-16,"HB"
"entry52","104","ec:1.14.11.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.14.11.46","rn:R10724",475,323,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,50,3797,1.31682907558599,0.00997150997150997,2,3,0.5,0.0014792899408284,6,2.81182382772319e-15,7,1,7,4,0.764667934468845,0.398853834287919,"HB"
"entry53","115","ec:2.6.1.37","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.6.1.37","rn:R04152",358,323,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00440",1,753,3797,19.831445878325,0.0427350427350427,3,6,0.4,0.00247524752475248,6,3.51568045097124e-15,6,1,7,6,1,1,"HB"
"entry54","116","ec:1.13.11.72","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.72","rn:R08864",294,417,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,0,3797,0,0.00854700854700855,1,3,1,0.00179533213644524,2,1,5,1,7,3,1.32712282230621e-16,0,"NHNB"
"entry55","118","ec:2.7.7.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.14","rn:R04247",475,451,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,492,3797,12.9575981037661,0.0113960113960114,1,3,0.5,0.00137174211248285,6,6.18683802058774e-15,7,1,7,4,0.917163303278806,0,"HB"
"entry61","125","ec:1.13.11.73","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.73","rn:R10191",225,437,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,1,3797,0.0263365815117198,0.0740740740740741,2,3,0.5,0.00181488203266788,2,1,4,1,7,4,2.46209120692437e-16,1.16038533042587e-16,"HB"
"entry64","128","ec:2.7.8.37","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.37","rn:R10185",225,501,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,791,3797,20.8322359757703,0.0626780626780627,1,0,0,0.00153139356814701,7,0.999999999999994,5,1,7,2,7.97469861040542e-17,0,"NHB"
"entry66","131","ec:3.6.1.63","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.63","rn:R10186",225,566,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,860,3797,22.649460100079,0.0512820512820513,1,0,0,0.00147710487444609,7,0.999999999999988,6,1,7,2,3.63894118618896e-17,0,"NHB"
"entry68","134","ec:4.7.1.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.7.1.1","rn:R10204",225,629,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",1,758,3797,19.9631287858836,0.037037037037037,2,0,0,0.00142450142450142,7,0.999999999999981,7,1,7,3,1.57101636894474e-16,0,"NHB"
"entry69","136","ec:3.11.1.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.11.1.3","rn:R08200",166,183,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,1,3797,0.0263365815117198,0,1,3,1,0.00291545189504373,1,7.49400541621973e-16,7,1,7,3,1.04734424596316e-16,0,"NHNB"
"entry72","142","ec:3.1.4.55","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.55","rn:R10205",225,719,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,1173,3797,30.8928101132473,0,0,0,0,0.00132275132275132,7,0.999999999999975,8,1,7,1,3.92754092236184e-17,0,"NHNB"
"entry74","144","ec:3.1.4.57","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.57","rn:R10972",161,688,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,49,3797,1.29049249407427,0,0,0,0,0.00132275132275132,7,0.999999999999975,8,1,7,1,3.92754092236184e-17,0,"NHNB"
"entry76","146","ec:3.1.4.57","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.57","rn:R10973",161,740,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,49,3797,1.29049249407427,0,0,0,0,0.00132275132275132,7,0.999999999999975,8,1,7,1,3.92754092236184e-17,0,"NHNB"
"entry78","149","ec:4.2.1.166","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.1.166","rn:R11408",501,712,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,0,3797,0,0,0,0,0,0.00132275132275132,4,5.41233724504758e-16,2,1,7,1,1.30918030745395e-17,0,"NHNB"
"entry80","151","ec:2.3.1.183","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.183","rn:R08938",741,835,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,2973,3797,78.2986568343429,0,1,0,0,0.00137174211248285,5,8.69634441306611e-16,1,1,7,1,3.98734930520271e-17,0,"NHNB"
"entry81","154","ec:1.13.11.78","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.13.11.78","rn:R10722",578,323,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,125,3797,3.29207268896497,0,0,0,0,0.00132275132275132,6,3.53883589099265e-15,8,1,7,1,0.152495368809961,0,"NHNB"
"entry85","162","ec:2.3.1.280","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.280","rn:R11479",475,264,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,210,3797,5.53068211746115,0,3,3,1,0.00258397932816537,6,8.74300631892302e-16,7,1,7,3,1.57101636894474e-16,1,"NHNB"
"entry89","168","ec:2.3.3.19","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.3.19","rn:R11708",336,215,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00440",0,0,3797,0,0,3,3,1,0.00346020761245675,1,8.74300631892302e-16,7,1,7,3,1.57101636894474e-16,2.06862744636522e-16,"NHNB"
