"","entryID","name","type","link","reaction","x","y","graphicalType","width","height","fgcolor","bgcolor","reaction_type","org","pathway","is_bottleneck","occurrences","totalSpecies","percentage","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification"
"entry17","90","ec:3.1.1.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.7","rn:R01026",1093,322,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,244,6030,4.04643449419569,0.000169491525423729,3,4,0.666666666666667,0.00149925037481259,10,0.00123974095420053,12,6,14,4,0.000733114312197112,0.0070133071513501,"NHNB"
"entry18","91","ec:2.3.1.6","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.6","rn:R01023",1093,302,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,229,6030,3.79767827529022,0.000216572504708098,8,28,0.777777777777778,0.00205338809034908,6,0,9,6,14,9,0.0931560853638486,0.562170080606236,"NHNB"
"entry19","92","ec:2.7.7.14","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.14","rn:R02038",861,522,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,498,6030,8.25870646766169,0,7,11,0.523809523809524,0.00226757369614512,12,0,10,6,14,7,0,0.0976456957066719,"NHNB"
"entry20","93","ec:2.7.1.82","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.82","rn:R01468",981,509,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,470,6030,7.79436152570481,0.000489642184557439,6,9,0.428571428571429,0.00163934426229508,12,0,11,6,14,7,0.0111305455348351,0.0114576125728785,"NHNB"
"entry21","94","ec:3.1.4.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.3","rn:R01312",681,301,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1147,6030,19.0215588723051,0.080835911577437,16,76,0.4,0.0018348623853211,5,0.561666231868177,9,6,14,28,0.885375180048891,0.928148508889375,"HNB"
"entry22","95","ec:3.1.1.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.32","rn:R01316",763,231,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1322,6030,21.9237147595357,0.0325451753205991,10,54,0.593406593406593,0.00181818181818182,5,0.445964679971918,9,6,14,17,0.606476662268131,0.658726615321361,"HNB"
"entry23","96","ec:3.1.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.4","rn:R01315",763,187,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1559,6030,25.8540630182421,0.0067807819926464,9,48,0.615384615384615,0.00180831826401447,5,0.361272427564553,9,6,14,16,0.599544510998111,0.664713656755413,"HNB"
"entry24","98","ec:2.7.1.107","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.107","rn:R02240",426,459,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,3927,6030,65.1243781094527,0.00371939736346516,6,15,0.535714285714286,0.00180831826401447,5,0.147317197944203,8,6,14,9,0.217976866818703,0.459349550675726,"NHNB"
"entry25","99","ec:3.1.3.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.4","rn:R02239",562,427,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,530,6030,8.7893864013267,0.00371939736346516,6,15,0.535714285714286,0.00180831826401447,5,0.147317197944203,8,6,14,9,0.217976866818703,0.459349550675726,"NHNB"
"entry26","100","ec:3.1.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.4","rn:R01310",426,404,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,565,6030,9.3698175787728,0.180744103667832,15,97,0.41991341991342,0.00188679245283019,5,0.654533347543749,8,6,14,29,1,1,"HNB"
"entry27","101","ec:3.1.1.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.32","rn:R04034",565,670,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1322,6030,21.9237147595357,0.0325451753205991,10,54,0.593406593406593,0.00181818181818182,5,0.445964679971918,9,6,14,17,0.606476662268131,0.658726615321361,"HNB"
"entry28","102","ec:3.1.4.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.4","rn:R02051",426,503,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,565,6030,9.3698175787728,0.180744103667832,15,97,0.41991341991342,0.00188679245283019,5,0.654533347543749,8,6,14,29,1,1,"HNB"
"entry29","103","ec:3.1.4.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.46","rn:R01470",981,637,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,4325,6030,71.7247097844113,0.0602360774818402,3,6,0.285714285714286,0.0016,12,0.0835971625311741,11,6,14,9,0.0193760609372603,0.0385393776806059,"NHNB"
"entry30","104","ec:2.7.8.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.8","rn:R01800",426,633,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,3855,6030,63.9303482587065,0.0143176620930858,6,17,0.472222222222222,0.000314267756128221,5,0.0884805875793987,9,6,14,9,0.243034435778247,0.23906684906296,"NHNB"
"entry31","105","ec:3.1.1.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.4","rn:R02053",763,592,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1559,6030,25.8540630182421,0.0067807819926464,9,48,0.615384615384615,0.00180831826401447,5,0.361272427564553,9,6,14,16,0.599544510998111,0.664713656755413,"HNB"
"entry32","106","ec:2.3.1.51","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.51","rn:R02241",277,391,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,5508,6030,91.3432835820896,0.2469868173258,5,23,0.418181818181818,0.00182815356489945,5,0.215960229726091,7,6,14,11,0.321326409593994,0.144400697771397,"NHNB"
"entry33","107","ec:2.7.8.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.11","rn:R01802",278,585,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,502,6030,8.32504145936982,0,4,14,0.933333333333333,0.000292397660818713,5,0.0175547856814324,9,6,14,6,0.120407101705197,0.16843958768919,"NHNB"
"entry35","109","ec:2.7.8.4","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.4","rn:R02563",817,497,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,0,6030,0,0,2,2,0.666666666666667,0.00175438596491228,5,0,10,6,14,3,0.011130545534835,0.0891373505525983,"NHNB"
"entry36","110","ec:3.1.4.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.3","rn:R02052",684,547,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1147,6030,19.0215588723051,0.080835911577437,16,76,0.4,0.0018348623853211,5,0.561666231868177,9,6,14,28,0.885375180048891,0.928148508889375,"HNB"
"entry37","111","ec:3.1.1.32","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.32","rn:R02054",763,638,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1322,6030,21.9237147595357,0.0325451753205991,10,54,0.593406593406593,0.00181818181818182,5,0.445964679971918,9,6,14,17,0.606476662268131,0.658726615321361,"HNB"
"entry38","112","ec:3.1.3.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.75","rn:R06870",981,528,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,148,6030,2.45439469320066,0.0594767285445251,6,14,0.311111111111111,0.00149476831091181,12,0.0450320401944886,11,6,14,13,0.0222113855663419,0.0114576125728786,"HNB"
"entry39","113","ec:3.1.4.13","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.13","rn:R02817",861,466,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,0,6030,0,0.00145951035781544,2,10,0.666666666666667,0.0012970168612192,12,0.00893447744910736,11,6,14,6,0.0239033184367016,0.00341360877807278,"NHNB"
"entry40","114","ec:2.3.1.15","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.15","rn:R00851",251,278,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1945,6030,32.2553897180763,0.141031073446328,7,15,0.416666666666667,0.0015600624024961,13,0.0430746680374817,6,6,14,9,0.0175688790681087,0.0124777905477588,"NHNB"
"entry41","115","ec:1.1.1.8","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.8","rn:R00842",170,191,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00564",0,503,6030,8.34162520729685,0.0275659133709981,4,9,0.428571428571429,0.0015552099533437,13,0.00973834181181059,7,6,14,7,0.00765113515301523,0.00758730654312639,"NHNB"
"entry42","116","ec:1.1.1.94","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.94","rn:R00842 rn:R00844",170,210,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00564",0,5023,6030,83.3001658374793,0.0275659133709981,4,9,0.428571428571429,0.0015552099533437,13,0.00973834181181062,7,6,14,7,0.00765113515301523,0.00758730654312639,"NHNB"
"entry43","117","ec:1.1.5.3","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.5.3","rn:R00848",170,250,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00564",0,4193,6030,69.5356550580431,0.0275659133709981,4,9,0.428571428571429,0.0015552099533437,13,0.00973834181181063,7,6,14,7,0.00765113515301523,0.00758730654312639,"NHNB"
"entry44","118","ec:2.3.1.43","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.43","rn:R02114",763,166,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,170,6030,2.81923714759536,0.00468097031656354,2,22,0.785714285714286,0.00158730158730159,5,0.361272427564553,9,6,14,8,0.524753818403956,0.113492708372,"NHNB"
"entry45","119","ec:4.3.1.7","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.3.1.7","rn:R00749",1033,490,"rectangle",46,17,"#000000","#BFBFFF","reversible","ec","00564",0,1200,6030,19.9004975124378,0.0186911487758945,1,6,0.6,0.00147492625368732,12,0.0276446961876426,12,6,14,5,0.00730512389803599,0.00224907784563784,"NHNB"
"entry46","120","ec:3.1.3.27","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.27","rn:R02029",346,731,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,2400,6030,39.8009950248756,0.00175376647834275,2,2,0.666666666666667,0.000282485875706215,5,0.111436085526622,10,6,14,3,0.105798818540002,0.0482872581868254,"NHNB"
"entry47","121","ec:3.1.4.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.2","rn:R01030",981,210,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,237,6030,3.93034825870647,0.0888707290825935,2,6,0.285714285714286,0.00159744408945687,12,0.0890819443356225,11,6,14,9,0.0196324313096672,0.0377025077046176,"NHNB"
"entry48","122","ec:2.1.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.103","rn:R06868",924,398,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,179,6030,2.96849087893864,0.0113747645951036,1,11,0.523809523809524,0.00138504155124654,12,0.0203197702712957,11,6,14,8,0.0156659955508318,0.00254452107384071,"NHNB"
"entry49","123","ec:2.7.8.1","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.1","rn:R02057",729,567,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,501,6030,8.30845771144279,0,4,14,0.933333333333333,0.000292397660818713,5,0.0175547856814324,9,6,14,6,0.120407101705197,0.16843958768919,"NHNB"
"entry50","124","ec:3.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.5","rn:R03416",861,618,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1792,6030,29.7180762852405,0.19559052999731,4,8,0.285714285714286,0.00171821305841924,14,0.367590842852911,10,6,14,11,0.306897673130195,0.126608409506489,"NHNB"
"entry51","125","ec:2.1.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.103","rn:R02037",924,450,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,179,6030,2.96849087893864,0.0113747645951036,1,11,0.523809523809524,0.00138504155124654,12,0.0203197702712957,11,6,14,8,0.0156659955508318,0.00254452107384071,"NHNB"
"entry52","126","ec:2.1.1.103","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.103","rn:R06869",924,344,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,179,6030,2.96849087893864,0.0113747645951036,1,11,0.523809523809524,0.00138504155124654,12,0.0203197702712957,11,6,14,8,0.0156659955508318,0.00254452107384071,"NHNB"
"entry53","127","ec:2.3.1.23","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.23","rn:R04480",763,618,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,486,6030,8.05970149253731,0.226076136669357,9,48,0.615384615384615,0.00184162062615101,5,0.511562758969701,9,6,14,17,0.569213442338014,0.616997195260631,"HNB"
"entry54","128","ec:3.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.5","rn:R03417",861,637,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1874,6030,31.077943615257,0.19559052999731,4,8,0.285714285714286,0.00171821305841924,14,0.367590842852911,10,6,14,11,0.306897673130195,0.126608409506489,"NHNB"
"entry55","129","ec:2.7.7.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.41","rn:R01799",371,567,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,5677,6030,94.1459369817579,0.00582627118644068,2,26,0.393939393939394,0.000282485875706215,5,0.313834040629244,8,6,14,12,0.524411006988219,0.0482872581868254,"NHNB"
"entry56","130","ec:1.1.1.101","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.101","rn:R02756",170,329,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,93,6030,1.54228855721393,0,0,2,0.333333333333333,0.000273224043715847,13,0.0525854301084663,6,6,14,4,0.0241112415629761,0,"NHNB"
"entry57","131","ec:2.7.7.39","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.39","rn:R00856",388,221,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,697,6030,11.558872305141,0.0488700564971751,2,14,0.666666666666667,0.00162337662337662,13,0.0145700486440164,7,6,14,7,0.00512571570845193,0.00607023650386945,"NHNB"
"entry60","134","ec:3.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.5","rn:R02747",861,231,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1874,6030,31.077943615257,0.19559052999731,4,8,0.285714285714286,0.00171821305841924,14,0.367590842852911,10,6,14,11,0.306897673130195,0.126608409506489,"NHNB"
"entry61","135","ec:3.6.1.16","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.16","rn:R00855",388,188,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,270,6030,4.47761194029851,0.0488700564971751,2,14,0.666666666666667,0.00162337662337662,13,0.0145700486440164,7,6,14,7,0.00512571570845193,0.00607023650386945,"NHNB"
"entry62","136","ec:4.1.1.65","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.1.1.65","rn:R02055",588,624,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,4269,6030,70.7960199004975,0.000612052730696799,2,27,0.75,0.000282485875706215,5,0.629359376365044,9,6,14,9,0.496105510430387,0.122523603620669,"NHNB"
"entry63","137","ec:3.1.3.75","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.3.75","rn:R06871",981,322,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,148,6030,2.45439469320066,0.0594767285445251,6,14,0.311111111111111,0.00149476831091181,12,0.0450320401944886,11,6,14,13,0.0222113855663419,0.0114576125728786,"HNB"
"entry64","138","ec:2.1.1.71","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.71","rn:R01320",646,266,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,759,6030,12.5870646766169,0.000433145009416196,1,37,0.822222222222222,0.000277777777777778,5,0.606122685299198,9,6,14,10,0.683791824604592,0.0655926811624802,"NHNB"
"entry65","139","ec:3.1.4.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.2","rn:R01470",981,616,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,237,6030,3.93034825870647,0.0888707290825935,2,6,0.285714285714286,0.00159744408945687,12,0.0890819443356225,11,6,14,9,0.0196324313096672,0.0377025077046176,"NHNB"
"entry66","140","ec:2.3.1.40","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.40","rn:R04864",763,669,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,884,6030,14.6600331674959,0.0018361581920904,1,28,0.777777777777778,0.000277777777777778,5,0.721121598172435,9,6,14,9,0.496955864255296,0.0655926811624803,"NHNB"
"entry67","141","ec:3.1.4.46","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.4.46","rn:R01030",981,231,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,4325,6030,71.7247097844113,0.0602360774818402,3,6,0.285714285714286,0.0016,12,0.0835971625311741,11,6,14,9,0.0193760609372603,0.0385393776806059,"NHNB"
"entry68","142","ec:3.1.1.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.5","rn:R02746",861,212,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1884,6030,31.2437810945274,0.19559052999731,4,8,0.285714285714286,0.00171821305841924,14,0.367590842852911,10,6,14,11,0.306897673130195,0.126608409506489,"NHNB"
"entry69","143","ec:2.3.1.198","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.3.1.198","rn:R06872",353,278,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,91,6030,1.50912106135987,0,0,20,0.555555555555556,0.000273224043715847,13,0.0258851099437354,6,6,14,9,0.0516038356940668,3.4551171828809e-17,"NHNB"
"entry70","144","ec:2.1.1.71","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.71","rn:R03424",647,351,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,759,6030,12.5870646766169,0.000433145009416196,1,37,0.822222222222222,0.000277777777777778,5,0.606122685299198,9,6,14,10,0.683791824604592,0.0655926811624802,"NHNB"
"entry71","145","ec:2.1.1.17","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.1.1.17","rn:R02056",647,419,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,667,6030,11.06135986733,0,0,38,0.844444444444444,0.000273224043715847,5,1,9,6,14,10,0.572565244834418,0,"NHNB"
"entry72","146","ec:3.6.1.26","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.6.1.26","rn:R01797",326,547,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,636,6030,10.547263681592,0.00582627118644068,2,26,0.393939393939394,0.000282485875706215,5,0.313834040629244,8,6,14,12,0.524411006988219,0.0482872581868254,"NHNB"
"entry73","147","ec:2.7.8.5","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.5","rn:R01801",346,669,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,4902,6030,81.2935323383085,0,1,15,0.714285714285714,0.000277777777777778,5,0.167677949506128,9,6,14,7,0.156120043821164,0.0304022532029908,"NHNB"
"entry75","149","ec:2.7.8.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.41","rn:R02030",277,771,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,1977,6030,32.7860696517413,0,0,17,0.607142857142857,0.000273224043715847,5,0.312381789549419,9,6,14,8,0.265384388016838,0,"NHNB"
"entry121","215","ec:3.1.1.52","enzyme","http://www.kegg.jp/dbget-bin/www_bget?3.1.1.52","rn:R03360",162,595,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,0,6030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB"
"entry124","226","ec:2.7.1.174","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.1.174","rn:R09944",426,480,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,123,6030,2.03980099502488,0.0928571428571429,6,15,0.535714285714286,0.00180831826401447,5,0.177094786529954,8,6,14,9,0.169986374299991,0.461221159223028,"NHNB"
"entry125","228","ec:1.1.1.261","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.1.1.261","rn:R05679 rn:R05680",170,130,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",1,711,6030,11.7910447761194,0.0694915254237288,1,4,0.266666666666667,0.000302114803625378,13,0.00606907150655958,8,6,14,6,0.00437511029558507,0,"NHB"
"entry128","232","ec:2.5.1.41","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.41","rn:R04158",395,131,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",1,297,6030,4.92537313432836,0.0593220338983051,1,0,0,0.000297176820208024,15,0.00120412005048427,9,6,14,2,8.6162692718026e-18,0,"NHB"
"entry130","235","ec:2.5.1.42","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.5.1.42","rn:R04520",499,131,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",1,299,6030,4.95854063018242,0.0485875706214689,3,2,0.333333333333333,0.000292312189418299,16,0.000238900644754587,10,6,14,4,1.72325385436052e-17,0,"NHB"
"entry132","238","ec:2.7.7.67","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.7.67","rn:R08966",598,131,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",1,308,6030,5.1077943615257,0.0129943502824859,1,2,0.333333333333333,0.000277777777777778,16,6.6206518100389e-05,11,6,14,4,0,0,"NHB"
"entry134","241","ec:2.7.8.38","enzyme","http://www.kegg.jp/dbget-bin/www_bget?2.7.8.38","rn:R10255",698,131,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,23,6030,0.381426202321725,0,0,0,0,0.000273224043715847,17,1.31355506079791e-05,12,6,14,1,0,0,"NHNB"
"entry136","245","ec:1.3.7.11","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.7.11","rn:R10331",577,156,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,228,6030,3.78109452736318,0,1,1,1,0.000282406099971759,16,4.73985281129183e-05,11,6,14,2,0,0,"NHNB"
"entry137","246","ec:1.3.1.101","enzyme","http://www.kegg.jp/dbget-bin/www_bget?1.3.1.101","rn:R10325 rn:R10326",527,156,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,228,6030,3.78109452736318,0,1,1,1,0.000282406099971759,16,4.7398528112916e-05,11,6,14,2,0,0,"NHNB"
"entry138","248","ec:4.2.3.2","enzyme","http://www.kegg.jp/dbget-bin/www_bget?4.2.3.2","rn:R00748",981,464,"rectangle",46,17,"#000000","#BFBFFF","irreversible","ec","00564",0,257,6030,4.2620232172471,0.00541431261770245,2,11,0.733333333333333,0.00138312586445367,12,0.0107071017171586,11,6,14,6,0.014131745769494,0.00263155566557411,"NHNB"
