"","ap_dict_id","org","pathway","pathway_nodes","pathway_edges","pathway_radius","pathway_diameter","ap_ec","ap_group","ap_percentage","eccentricity","degree","closeness","betweenness","eigen_centrality","noSubgraphs","subgraph1_size","subgraph1_community","subgraph1_mean_degree","subgraph2_size","subgraph2_community","subgraph2_mean_degree","subgraph3_size","subgraph3_community","subgraph3_mean_degree","subgraph4_size","subgraph4_community","subgraph4_mean_degree","subgraph5_size","subgraph5_community","subgraph5_mean_degree","subgraph6_size","subgraph6_community","subgraph6_mean_degree"
"11",5393,"ec","00906",107,255,1,14,"ec:1.3.99.27",NA,4.57883369330454,9,3,0.000117137167623287,0.00242587601078167,5.35926511230553e-17,5,5,6,0.333333333333333,85,16,4.42352941176471,5,3,0.8,8,4,1.25,3,3,0,NA,NA,NA
"12",5394,"ec","00906",107,255,1,14,"ec:4.2.1.131",NA,5.70194384449244,10,2,8.81678716275789e-05,0,5.04676833861833e-17,5,5,6,0.666666666666667,89,16,4.96629213483146,1,1,0,8,4,1.5,3,3,0.666666666666667,NA,NA,NA
"13",5395,"ec","00906",107,255,1,14,"ec:4.2.1.131",NA,5.70194384449244,11,2,8.81678716275789e-05,0,3.61314563427288e-17,5,5,6,0.666666666666667,87,16,5.03448275862069,3,3,1.33333333333333,8,4,1.5,3,3,0.666666666666667,NA,NA,NA
"14",5396,"ec","00906",107,255,1,14,"ec:4.2.1.131",NA,5.70194384449244,8,12,0.000116049669258443,0.00792804333473431,0.397190974440851,5,5,6,0.333333333333333,81,16,4.74074074074074,9,5,1.33333333333333,8,4,1.5,3,3,0,NA,NA,NA
"15",5401,"ec","00906",107,255,1,14,"ec:4.2.1.131",NA,5.70194384449244,9,12,8.98472596585804e-05,0.0036837376460018,0.423660097792535,5,5,6,0.333333333333333,7,7,1.42857142857143,83,12,4.60240963855422,8,4,1.5,3,3,0,NA,NA,NA
"16",5403,"ec","00906",107,255,1,14,"ec:1.2.3.14",NA,3.84449244060475,3,4,9.15750915750916e-05,0.000584007187780773,3.35764609932629e-17,5,5,6,0.333333333333333,91,15,4.37362637362637,4,4,1,3,3,0.666666666666667,3,3,0,NA,NA,NA
"17",5404,"ec","00906",107,255,1,14,"ec:1.1.1.288",NA,3.84449244060475,2,3,8.98472596585804e-05,0.000539083557951483,2.21943762690431e-17,5,5,6,0.333333333333333,91,15,4.37362637362637,3,3,0.666666666666667,4,4,1,3,3,0,NA,NA,NA
"18",5432,"ec","00906",107,255,1,14,"ec:5.5.1.19",NA,27.0842332613391,9,4,0.000120091269364717,0.00260557053009883,2.92106427164949e-17,6,5,6,0.333333333333333,85,16,4.42352941176471,1,1,0,4,4,0.5,8,4,1.25,3,3,0
"19",5433,"ec","00906",107,255,1,14,"ec:5.5.1.18",NA,4.83801295896328,8,11,0.00011602274045713,0.00559201458361122,0.503072913808756,5,5,6,0.333333333333333,84,18,4.61904761904762,6,3,1.33333333333333,8,4,1.5,3,3,0,NA,NA,NA
"20",5444,"ec","00906",107,255,1,14,"ec:5.2.1.12",NA,4.19006479481641,1,2,8.8999644001424e-05,8.98472596585804e-05,1.01127124178609e-17,5,5,6,0.333333333333333,91,14,4.50549450549451,8,4,1.5,1,1,0,1,1,0,NA,NA,NA
"21",5447,"ec","00906",107,255,1,14,"ec:5.2.1.13",NA,10.0215982721382,8,11,0.000115968920329352,0.0123959269242288,1,5,5,6,0.333333333333333,89,18,4.80898876404494,8,4,1.5,3,3,0.666666666666667,1,1,0,NA,NA,NA
"22",5451,"ec","00906",107,255,1,14,"ec:1.3.8.2",NA,2.98056155507559,3,2,8.81678716275789e-05,0,4.13347859349222e-17,5,3,4,1,91,13,5.23076923076923,8,2,2.5,3,3,1.33333333333333,1,1,0,NA,NA,NA
"23",5457,"ec","00906",107,255,1,14,"ec:1.3.99.30",NA,1.98704103671706,8,10,0.000116036203295428,0.0104813917181128,0.566117287979731,5,5,6,0.333333333333333,87,14,4.45977011494253,8,4,1.5,3,3,0,3,3,0,NA,NA,NA
"24",5458,"ec","00906",107,255,1,14,"ec:1.13.11.59",NA,2.20302375809935,10,2,8.8999644001424e-05,0.00350404312668464,0.0402301312765617,5,5,6,0.333333333333333,89,17,4.8314606741573,8,4,1.5,3,3,0.666666666666667,1,1,0,NA,NA,NA
"25",5459,"ec","00906",107,255,1,14,"ec:5.5.1.19",NA,1.59827213822894,9,2,8.98391878537418e-05,0.00682839173405211,0.150913792654468,5,5,6,0.333333333333333,88,17,4.84090909090909,8,4,1.5,3,3,0.666666666666667,2,2,0,NA,NA,NA
"26",5473,"ec","00906",107,255,1,14,"ec:5.2.1.14",NA,3.88768898488121,9,7,0.00011997600479904,0,2.81110239330365e-17,5,5,6,0.333333333333333,88,18,4.84090909090909,8,4,1.5,3,3,0.666666666666667,2,2,0,NA,NA,NA
"27",5474,"ec","00906",107,255,1,14,"ec:1.13.11.68",NA,3.93088552915767,10,2,8.8999644001424e-05,8.98472596585804e-05,2.20322919328045e-17,5,5,6,0.333333333333333,89,18,4.80898876404494,8,4,1.5,3,3,0.666666666666667,1,1,0,NA,NA,NA
