"","node1","node2","org","pathway"
"355","ec:1.5.1.31","ec:1.5.1.31","ec","01110"
"356","ec:2.1.1.89","ec:2.1.1.89","ec","01110"
"357","ec:2.1.1.122","ec:2.1.1.122","ec","01110"
"358","ec:1.14.14.166","ec:1.14.14.166","ec","01110"
"359","ec:1.14.14.163","ec:1.14.14.163","ec","01110"
"360","ec:2.3.1.285","ec:2.3.1.285","ec","01110"
"361","ec:1.14.14.167","ec:1.14.14.167","ec","01110"
"362","ec:3.1.1.105","ec:3.1.1.105","ec","01110"
"363","ec:1.1.1.415","ec:1.1.1.415","ec","01110"
"364","ec:1.14.14.97","ec:1.14.14.97","ec","01110"
"365","ec:4.3.3.3","ec:4.3.3.3","ec","01110"
"366","ec:1.14.14.81","ec:1.14.14.81","ec","01110"
"367","ec:1.1.1.219","ec:1.1.1.219","ec","01110"
"368","ec:1.14.20.4","ec:1.14.20.4","ec","01110"
"369","ec:1.14.20.6","ec:1.14.20.6","ec","01110"
"370","ec:1.14.13.190","ec:1.14.13.190","ec","01110"
"371","ec:1.14.14.65","ec:1.14.14.65","ec","01110"
"372","ec:1.14.14.60","ec:1.14.14.60","ec","01110"
"373","ec:1.14.14.67","ec:1.14.14.67","ec","01110"
"374","ec:1.14.14.61","ec:1.14.14.61","ec","01110"
"375","ec:1.14.14.62","ec:1.14.14.62","ec","01110"
"376","ec:1.14.14.68","ec:1.14.14.68","ec","01110"
"377","ec:1.14.14.123","ec:1.14.14.123","ec","01110"
"378","ec:1.14.14.70","ec:1.14.14.70","ec","01110"
"379","ec:1.14.14.69","ec:1.14.14.69","ec","01110"
"380","ec:1.14.14.76","ec:1.14.14.76","ec","01110"
"381","ec:4.3.1.25","ec:4.3.1.25","ec","01110"
"382","ec:4.1.1.108","ec:4.1.1.108","ec","01110"
"383","ec:1.14.99.59","ec:1.14.99.59","ec","01110"
"384","ec:2.7.1.222","ec:2.7.1.222","ec","01110"
"385","ec:2.1.1.345","ec:2.1.1.345","ec","01110"
"386","ec:2.1.1.115","ec:2.1.1.115","ec","01110"
"387","ec:3.6.1.68","ec:3.6.1.68","ec","01110"
"388","ec:3.1.7.3","ec:3.1.7.3","ec","01110"
"389","ec:1.1.1.198","ec:1.1.1.198","ec","01110"
"390","ec:4.4.1.13","ec:4.4.1.13","ec","01110"
"391","ec:2.4.1.128","ec:2.4.1.128","ec","01110"
"392","ec:2.1.1.104","ec:2.1.1.104","ec","01110"
"393","ec:4.1.1.37","ec:4.1.1.37","ec","01110"
"394","ec:2.5.1.88","ec:2.5.1.88","ec","01110"
"395","ec:2.5.1.86","ec:2.5.1.86","ec","01110"
"396","ec:2.5.1.68","ec:2.5.1.68","ec","01110"
"397","ec:2.3.1.37","ec:2.3.1.37","ec","01110"
"398","ec:1.14.14.18","ec:1.14.14.18","ec","01110"
"399","ec:1.14.15.20","ec:1.14.15.20","ec","01110"
"400","ec:1.3.1.24","ec:1.3.1.24","ec","01110"
"401","ec:1.3.3.5","ec:1.3.3.5","ec","01110"
"402","ec:2.4.1.17","ec:2.4.1.17","ec","01110"
"403","ec:3.2.1.31","ec:3.2.1.31","ec","01110"
"404","ec:1.3.7.2","ec:1.3.7.2","ec","01110"
"405","ec:1.3.7.3","ec:1.3.7.3","ec","01110"
"406","ec:1.3.7.4","ec:1.3.7.4","ec","01110"
"407","ec:1.3.7.5","ec:1.3.7.5","ec","01110"
"408","ec:1.3.3.15","ec:1.3.3.15","ec","01110"
"409","ec:4.99.1.9","ec:4.99.1.9","ec","01110"
"410","ec:3.1.1.100","ec:3.1.1.100","ec","01110"
"411","ec:2.1.1.331","ec:2.1.1.331","ec","01110"
"412","ec:2.1.1.332","ec:2.1.1.332","ec","01110"
"413","ec:4.2.1.169","ec:4.2.1.169","ec","01110"
"414","ec:2.1.1.333","ec:2.1.1.333","ec","01110"
"415","ec:3.1.1.82","ec:3.1.1.82","ec","01110"
"416","ec:1.3.7.12","ec:1.3.7.12","ec","01110"
"417","ec:1.14.15.17","ec:1.14.15.17","ec","01110"
"419","ec:1.3.1.111","ec:1.3.1.111","ec","01110"
"420","ec:1.3.7.15","ec:1.3.7.15","ec","01110"
"421","ec:4.2.1.165","ec:4.2.1.165","ec","01110"
"422","ec:1.1.1.396","ec:1.1.1.396","ec","01110"
"423","ec:2.5.1.133","ec:2.5.1.133","ec","01110"
"426","ec:1.14.14.31","ec:1.14.14.31","ec","01110"
"427","ec:1.1.1.386","ec:1.1.1.386","ec","01110"
"428","ec:5.4.99.15","ec:5.4.99.15","ec","01110"
"429","ec:3.2.1.141","ec:3.2.1.141","ec","01110"
"430","ec:3.2.1.68","ec:3.2.1.68","ec","01110"
"431","ec:1.14.14.134","ec:1.14.14.134","ec","01110"
"432","ec:1.14.14.151","ec:1.14.14.151","ec","01110"
"433","ec:4.2.3.23","ec:4.2.3.23","ec","01110"
"434","ec:4.2.3.21","ec:4.2.3.21","ec","01110"
"435","ec:4.2.3.66","ec:4.2.3.66","ec","01110"
"436","ec:4.2.3.39","ec:4.2.3.39","ec","01110"
"437","ec:4.2.3.37","ec:4.2.3.37","ec","01110"
"438","ec:1.14.14.150","ec:1.14.14.150","ec","01110"
"439","ec:2.1.1.50","ec:2.1.1.50","ec","01110"
"440","ec:1.14.11.13","ec:1.14.11.13","ec","01110"
"441","ec:4.2.3.99","ec:4.2.3.99","ec","01110"
"442","ec:4.2.3.44","ec:4.2.3.44","ec","01110"
"443","ec:4.2.3.140","ec:4.2.3.140","ec","01110"
"444","ec:2.3.1.162","ec:2.3.1.162","ec","01110"
"445","ec:1.14.14.105","ec:1.14.14.105","ec","01110"
"446","ec:1.14.13.146","ec:1.14.13.146","ec","01110"
"447","ec:1.4.99.5","ec:1.4.99.5","ec","01110"
"448","ec:4.4.1.9","ec:4.4.1.9","ec","01110"
"449","ec:3.5.5.4","ec:3.5.5.4","ec","01110"
"450","ec:4.2.1.65","ec:4.2.1.65","ec","01110"
"451","ec:3.2.1.21","ec:3.2.1.21","ec","01110"
"452","ec:3.2.1.117","ec:3.2.1.117","ec","01110"
"453","ec:2.7.7.27","ec:2.7.7.27","ec","01110"
"454","ec:3.6.1.21","ec:3.6.1.21","ec","01110"
"455","ec:2.4.1.21","ec:2.4.1.21","ec","01110"
"456","ec:2.4.1.242","ec:2.4.1.242","ec","01110"
"457","ec:2.4.1.18","ec:2.4.1.18","ec","01110"
"458","ec:2.4.1.1","ec:2.4.1.1","ec","01110"
"459","ec:4.1.99.12","ec:4.1.99.12","ec","01110"
"460","ec:3.5.4.25","ec:3.5.4.25","ec","01110"
"461","ec:3.5.4.26","ec:3.5.4.26","ec","01110"
"462","ec:1.1.1.193","ec:1.1.1.193","ec","01110"
"463","ec:3.1.3.104","ec:3.1.3.104","ec","01110"
"464","ec:2.5.1.78","ec:2.5.1.78","ec","01110"
"465","ec:2.5.1.9","ec:2.5.1.9","ec","01110"
"466","ec:2.7.1.26","ec:2.7.1.26","ec","01110"
"467","ec:2.7.7.2","ec:2.7.7.2","ec","01110"
"468","ec:5.3.1.8","ec:5.3.1.8","ec","01110"
"469","ec:5.4.2.8","ec:5.4.2.8","ec","01110"
"470","ec:2.7.7.13","ec:2.7.7.13","ec","01110"
"471","ec:5.1.3.18","ec:5.1.3.18","ec","01110"
"472","ec:2.7.7.69","ec:2.7.7.69","ec","01110"
"473","ec:3.1.3.93","ec:3.1.3.93","ec","01110"
"474","ec:1.1.1.122","ec:1.1.1.122","ec","01110"
"475","ec:1.1.1.316","ec:1.1.1.316","ec","01110"
"476","ec:1.3.2.3","ec:1.3.2.3","ec","01110"
"477","ec:2.6.1.57","ec:2.6.1.57","ec","01110"
"478","ec:2.6.1.78","ec:2.6.1.78","ec","01110"
"479","ec:1.3.1.43","ec:1.3.1.43","ec","01110"
"480","ec:1.3.1.78","ec:1.3.1.78","ec","01110"
"481","ec:2.3.1.30","ec:2.3.1.30","ec","01110"
"482","ec:2.5.1.47","ec:2.5.1.47","ec","01110"
"483","ec:2.5.1.65","ec:2.5.1.65","ec","01110"
"484","ec:2.7.1.39","ec:2.7.1.39","ec","01110"
"485","ec:4.2.3.1","ec:4.2.3.1","ec","01110"
"486","ec:4.1.3.1","ec:4.1.3.1","ec","01110"
"487","ec:2.3.3.9","ec:2.3.3.9","ec","01110"
"488","ec:2.3.1.195","ec:2.3.1.195","ec","01110"
"489","ec:3.1.1.4","ec:3.1.1.4","ec","01110"
"490","ec:3.1.1.32","ec:3.1.1.32","ec","01110"
"491","ec:1.13.11.12","ec:1.13.11.12","ec","01110"
"492","ec:4.2.1.92","ec:4.2.1.92","ec","01110"
"493","ec:5.3.99.6","ec:5.3.99.6","ec","01110"
"494","ec:1.3.1.42","ec:1.3.1.42","ec","01110"
"495","ec:1.3.3.6","ec:1.3.3.6","ec","01110"
"496","ec:4.2.1.17","ec:4.2.1.17","ec","01110"
"497","ec:2.3.1.16","ec:2.3.1.16","ec","01110"
"498","ec:2.1.1.141","ec:2.1.1.141","ec","01110"
"499","ec:2.7.8.24","ec:2.7.8.24","ec","01110"
"500","ec:3.1.4.4","ec:3.1.4.4","ec","01110"
"501","ec:1.1.1.8","ec:1.1.1.8","ec","01110"
"502","ec:1.1.1.94","ec:1.1.1.94","ec","01110"
"503","ec:1.1.3.21","ec:1.1.3.21","ec","01110"
"504","ec:1.1.5.3","ec:1.1.5.3","ec","01110"
"505","ec:3.1.7.11","ec:3.1.7.11","ec","01110"
"506","ec:2.5.1.30","ec:2.5.1.30","ec","01110"
"507","ec:2.5.1.141","ec:2.5.1.141","ec","01110"
"508","ec:1.17.7.4","ec:1.17.7.4","ec","01110"
"509","ec:4.2.3.28","ec:4.2.3.28","ec","01110"
"510","ec:2.5.1.85","ec:2.5.1.85","ec","01110"
"511","ec:5.5.1.12","ec:5.5.1.12","ec","01110"
"512","ec:1.14.14.17","ec:1.14.14.17","ec","01110"
"513","ec:5.4.99.33","ec:5.4.99.33","ec","01110"
"514","ec:4.2.3.13","ec:4.2.3.13","ec","01110"
"515","ec:3.1.7.6","ec:3.1.7.6","ec","01110"
"516","ec:2.5.1.87","ec:2.5.1.87","ec","01110"
"517","ec:4.2.3.22","ec:4.2.3.22","ec","01110"
"518","ec:4.2.3.9","ec:4.2.3.9","ec","01110"
"519","ec:4.2.3.46","ec:4.2.3.46","ec","01110"
"520","ec:2.5.1.31","ec:2.5.1.31","ec","01110"
"521","ec:4.2.3.38","ec:4.2.3.38","ec","01110"
"522","ec:4.2.3.57","ec:4.2.3.57","ec","01110"
"523","ec:4.2.3.24","ec:4.2.3.24","ec","01110"
"524","ec:4.2.3.56","ec:4.2.3.56","ec","01110"
"525","ec:4.2.3.108","ec:4.2.3.108","ec","01110"
"526","ec:4.2.3.111","ec:4.2.3.111","ec","01110"
"527","ec:4.2.3.119","ec:4.2.3.119","ec","01110"
"528","ec:4.2.3.120","ec:4.2.3.120","ec","01110"
"529","ec:4.2.3.20","ec:4.2.3.20","ec","01110"
"530","ec:2.5.1.130","ec:2.5.1.130","ec","01110"
"531","ec:4.1.1.110","ec:4.1.1.110","ec","01110"
"532","ec:4.1.1.99","ec:4.1.1.99","ec","01110"
"533","ec:2.5.1.116","ec:2.5.1.116","ec","01110"
"534","ec:1.2.1.41","ec:1.2.1.41","ec","01110"
"535","ec:4.2.1.113","ec:4.2.1.113","ec","01110"
"536","ec:3.2.2.30","ec:3.2.2.30","ec","01110"
"537","ec:3.5.4.40","ec:3.5.4.40","ec","01110"
"538","ec:3.2.2.26","ec:3.2.2.26","ec","01110"
"539","ec:1.21.98.1","ec:1.21.98.1","ec","01110"
"540","ec:2.5.1.120","ec:2.5.1.120","ec","01110"
"541","ec:1.6.5.2","ec:1.6.5.2","ec","01110"
"542","ec:1.4.1.24","ec:1.4.1.24","ec","01110"
"543","ec:2.2.1.10","ec:2.2.1.10","ec","01110"
"544","ec:2.2.1.11","ec:2.2.1.11","ec","01110"
"545","ec:2.4.1.85","ec:2.4.1.85","ec","01110"
"546","ec:2.4.1.63","ec:2.4.1.63","ec","01110"
"547","ec:1.14.14.40","ec:1.14.14.40","ec","01110"
"548","ec:1.14.14.44","ec:1.14.14.44","ec","01110"
"549","ec:4.99.1.7","ec:4.99.1.7","ec","01110"
"550","ec:4.1.2.10","ec:4.1.2.10","ec","01110"
"551","ec:4.1.2.11","ec:4.1.2.11","ec","01110"
"552","ec:1.14.14.38","ec:1.14.14.38","ec","01110"
"553","ec:1.14.14.39","ec:1.14.14.39","ec","01110"
"554","ec:1.14.14.41","ec:1.14.14.41","ec","01110"
"555","ec:4.1.2.46","ec:4.1.2.46","ec","01110"
"556","ec:4.1.2.47","ec:4.1.2.47","ec","01110"
"557","ec:1.14.14.37","ec:1.14.14.37","ec","01110"
"558","ec:1.14.14.36","ec:1.14.14.36","ec","01110"
"559","ec:4.1.1.39","ec:4.1.1.39","ec","01110"
"560","ec:3.1.3.18","ec:3.1.3.18","ec","01110"
"561","ec:1.11.1.6","ec:1.11.1.6","ec","01110"
"562","ec:2.6.1.4","ec:2.6.1.4","ec","01110"
"563","ec:2.6.1.44","ec:2.6.1.44","ec","01110"
"564","ec:1.1.1.26","ec:1.1.1.26","ec","01110"
"565","ec:1.1.1.29","ec:1.1.1.29","ec","01110"
"566","ec:1.1.1.79","ec:1.1.1.79","ec","01110"
"567","ec:1.1.1.81","ec:1.1.1.81","ec","01110"
"568","ec:2.7.1.31","ec:2.7.1.31","ec","01110"
"569","ec:2.6.1.45","ec:2.6.1.45","ec","01110"
"570","ec:2.3.1.89","ec:2.3.1.89","ec","01110"
"571","ec:3.5.1.47","ec:3.5.1.47","ec","01110"
"572","ec:2.3.3.13","ec:2.3.3.13","ec","01110"
"573","ec:1.3.1.22","ec:1.3.1.22","ec","01110"
"574","ec:1.14.14.147","ec:1.14.14.147","ec","01110"
"575","ec:1.14.14.156","ec:1.14.14.156","ec","01110"
"576","ec:1.14.14.45","ec:1.14.14.45","ec","01110"
"577","ec:2.8.2.24","ec:2.8.2.24","ec","01110"
"578","ec:2.6.1.42","ec:2.6.1.42","ec","01110"
"579","ec:2.5.1.39","ec:2.5.1.39","ec","01110"
"580","ec:2.5.1.82","ec:2.5.1.82","ec","01110"
"581","ec:2.5.1.90","ec:2.5.1.90","ec","01110"
"582","ec:2.5.1.83","ec:2.5.1.83","ec","01110"
"583","ec:2.5.1.84","ec:2.5.1.84","ec","01110"
"584","ec:4.1.3.40","ec:4.1.3.40","ec","01110"
"585","ec:4.1.2.41","ec:4.1.2.41","ec","01110"
"586","ec:2.4.1.115","ec:2.4.1.115","ec","01110"
"587","ec:4.1.1.11","ec:4.1.1.11","ec","01110"
"588","ec:4.1.1.15","ec:4.1.1.15","ec","01110"
"589","ec:2.1.2.11","ec:2.1.2.11","ec","01110"
"590","ec:6.2.1.1","ec:6.2.1.1","ec","01110"
"591","ec:2.5.1.75","ec:2.5.1.75","ec","01110"
"592","ec:4.3.2.1","ec:4.3.2.1","ec","01110"
"593","ec:4.1.1.22","ec:4.1.1.22","ec","01110"
"594","ec:2.4.2.17","ec:2.4.2.17","ec","01110"
"595","ec:3.6.1.31","ec:3.6.1.31","ec","01110"
"596","ec:3.5.4.19","ec:3.5.4.19","ec","01110"
"597","ec:5.3.1.16","ec:5.3.1.16","ec","01110"
"598","ec:4.3.2.10","ec:4.3.2.10","ec","01110"
"599","ec:4.2.1.19","ec:4.2.1.19","ec","01110"
"600","ec:2.6.1.9","ec:2.6.1.9","ec","01110"
"601","ec:3.1.3.15","ec:3.1.3.15","ec","01110"
"602","ec:1.1.1.23","ec:1.1.1.23","ec","01110"
"603","ec:1.3.1.77","ec:1.3.1.77","ec","01110"
"604","ec:4.2.1.118","ec:4.2.1.118","ec","01110"
"605","ec:4.2.3.27","ec:4.2.3.27","ec","01110"
"606","ec:5.4.99.39","ec:5.4.99.39","ec","01110"
"607","ec:2.1.1.111","ec:2.1.1.111","ec","01110"
"608","ec:6.2.1.32","ec:6.2.1.32","ec","01110"
"609","ec:2.3.1.159","ec:2.3.1.159","ec","01110"
"610","ec:1.4.1.9","ec:1.4.1.9","ec","01110"
"611","ec:1.2.4.4","ec:1.2.4.4","ec","01110"
"612","ec:2.3.1.168","ec:2.3.1.168","ec","01110"
"613","ec:1.8.1.4","ec:1.8.1.4","ec","01110"
"614","ec:1.3.8.1","ec:1.3.8.1","ec","01110"
"615","ec:1.3.8.7","ec:1.3.8.7","ec","01110"
"616","ec:1.3.99.12","ec:1.3.99.12","ec","01110"
"617","ec:1.1.1.35","ec:1.1.1.35","ec","01110"
"618","ec:1.1.1.178","ec:1.1.1.178","ec","01110"
"619","ec:3.3.2.1","ec:3.3.2.1","ec","01110"
"620","ec:1.3.1.28","ec:1.3.1.28","ec","01110"
"621","ec:6.3.2.14","ec:6.3.2.14","ec","01110"
"622","ec:4.2.99.21","ec:4.2.99.21","ec","01110"
"623","ec:1.4.1.18","ec:1.4.1.18","ec","01110"
"624","ec:4.3.1.17","ec:4.3.1.17","ec","01110"
"625","ec:4.3.1.19","ec:4.3.1.19","ec","01110"
"626","ec:2.1.2.1","ec:2.1.2.1","ec","01110"
"627","ec:4.1.2.48","ec:4.1.2.48","ec","01110"
"628","ec:1.1.1.86","ec:1.1.1.86","ec","01110"
"629","ec:5.4.99.3","ec:5.4.99.3","ec","01110"
"630","ec:4.2.1.9","ec:4.2.1.9","ec","01110"
"631","ec:4.2.1.33","ec:4.2.1.33","ec","01110"
"632","ec:2.2.1.6","ec:2.2.1.6","ec","01110"
"633","ec:1.1.1.110","ec:1.1.1.110","ec","01110"
"634","ec:1.1.1.237","ec:1.1.1.237","ec","01110"
"635","ec:2.5.1.93","ec:2.5.1.93","ec","01110"
"636","ec:3.5.1.14","ec:3.5.1.14","ec","01110"
"637","ec:3.5.1.16","ec:3.5.1.16","ec","01110"
"638","ec:2.6.1.11","ec:2.6.1.11","ec","01110"
"639","ec:1.2.1.38","ec:1.2.1.38","ec","01110"
"640","ec:2.7.2.8","ec:2.7.2.8","ec","01110"
"641","ec:2.3.1.1","ec:2.3.1.1","ec","01110"
"642","ec:1.4.1.13","ec:1.4.1.13","ec","01110"
"643","ec:1.4.1.14","ec:1.4.1.14","ec","01110"
"644","ec:2.5.1.112","ec:2.5.1.112","ec","01110"
"645","ec:4.3.1.12","ec:4.3.1.12","ec","01110"
"646","ec:2.6.1.13","ec:2.6.1.13","ec","01110"
"647","ec:1.5.1.2","ec:1.5.1.2","ec","01110"
"648","ec:1.5.5.2","ec:1.5.5.2","ec","01110"
"649","ec:2.3.1.46","ec:2.3.1.46","ec","01110"
"650","ec:2.5.1.48","ec:2.5.1.48","ec","01110"
"651","ec:2.1.1.10","ec:2.1.1.10","ec","01110"
"652","ec:2.1.1.13","ec:2.1.1.13","ec","01110"
"653","ec:2.1.1.14","ec:2.1.1.14","ec","01110"
"654","ec:2.3.1.170","ec:2.3.1.170","ec","01110"
"655","ec:1.14.19.67","ec:1.14.19.67","ec","01110"
"656","ec:2.3.3.1","ec:2.3.3.1","ec","01110"
"657","ec:2.3.3.3","ec:2.3.3.3","ec","01110"
"658","ec:2.3.3.8","ec:2.3.3.8","ec","01110"
"659","ec:4.2.1.3","ec:4.2.1.3","ec","01110"
"660","ec:1.1.1.41","ec:1.1.1.41","ec","01110"
"661","ec:1.1.1.286","ec:1.1.1.286","ec","01110"
"662","ec:1.3.5.1","ec:1.3.5.1","ec","01110"
"663","ec:1.3.5.4","ec:1.3.5.4","ec","01110"
"664","ec:2.8.3.18","ec:2.8.3.18","ec","01110"
"665","ec:6.2.1.4","ec:6.2.1.4","ec","01110"
"666","ec:6.2.1.5","ec:6.2.1.5","ec","01110"
"667","ec:1.2.4.2","ec:1.2.4.2","ec","01110"
"668","ec:2.3.1.61","ec:2.3.1.61","ec","01110"
"669","ec:4.2.1.2","ec:4.2.1.2","ec","01110"
"670","ec:1.1.1.42","ec:1.1.1.42","ec","01110"
"671","ec:1.2.4.1","ec:1.2.4.1","ec","01110"
"672","ec:4.1.1.1","ec:4.1.1.1","ec","01110"
"673","ec:2.3.1.12","ec:2.3.1.12","ec","01110"
"674","ec:1.2.7.1","ec:1.2.7.1","ec","01110"
"675","ec:1.2.7.11","ec:1.2.7.11","ec","01110"
"676","ec:2.7.1.40","ec:2.7.1.40","ec","01110"
"677","ec:4.2.1.11","ec:4.2.1.11","ec","01110"
"678","ec:1.1.1.27","ec:1.1.1.27","ec","01110"
"679","ec:1.2.1.3","ec:1.2.1.3","ec","01110"
"680","ec:1.2.1.5","ec:1.2.1.5","ec","01110"
"681","ec:4.1.1.32","ec:4.1.1.32","ec","01110"
"682","ec:4.1.1.49","ec:4.1.1.49","ec","01110"
"683","ec:5.4.2.11","ec:5.4.2.11","ec","01110"
"684","ec:5.4.2.12","ec:5.4.2.12","ec","01110"
"685","ec:2.7.2.3","ec:2.7.2.3","ec","01110"
"686","ec:1.2.1.12","ec:1.2.1.12","ec","01110"
"687","ec:1.2.1.59","ec:1.2.1.59","ec","01110"
"688","ec:4.1.2.13","ec:4.1.2.13","ec","01110"
"689","ec:2.7.1.11","ec:2.7.1.11","ec","01110"
"690","ec:2.7.1.90","ec:2.7.1.90","ec","01110"
"691","ec:2.7.1.146","ec:2.7.1.146","ec","01110"
"692","ec:3.1.3.11","ec:3.1.3.11","ec","01110"
"693","ec:5.3.1.9","ec:5.3.1.9","ec","01110"
"694","ec:5.1.3.15","ec:5.1.3.15","ec","01110"
"695","ec:1.1.1.49","ec:1.1.1.49","ec","01110"
"696","ec:1.1.1.363","ec:1.1.1.363","ec","01110"
"697","ec:3.1.1.31","ec:3.1.1.31","ec","01110"
"698","ec:1.1.1.44","ec:1.1.1.44","ec","01110"
"699","ec:1.1.1.343","ec:1.1.1.343","ec","01110"
"700","ec:5.1.3.1","ec:5.1.3.1","ec","01110"
"701","ec:2.2.1.1","ec:2.2.1.1","ec","01110"
"702","ec:2.2.1.2","ec:2.2.1.2","ec","01110"
"703","ec:5.3.1.6","ec:5.3.1.6","ec","01110"
"704","ec:2.7.6.1","ec:2.7.6.1","ec","01110"
"705","ec:2.7.1.12","ec:2.7.1.12","ec","01110"
"706","ec:5.4.99.5","ec:5.4.99.5","ec","01110"
"707","ec:1.4.1.20","ec:1.4.1.20","ec","01110"
"708","ec:2.6.1.1","ec:2.6.1.1","ec","01110"
"709","ec:2.6.1.5","ec:2.6.1.5","ec","01110"
"710","ec:2.6.1.58","ec:2.6.1.58","ec","01110"
"711","ec:1.3.1.12","ec:1.3.1.12","ec","01110"
"712","ec:1.3.1.13","ec:1.3.1.13","ec","01110"
"713","ec:1.4.3.2","ec:1.4.3.2","ec","01110"
"714","ec:4.1.3.27","ec:4.1.3.27","ec","01110"
"715","ec:2.4.2.18","ec:2.4.2.18","ec","01110"
"716","ec:5.3.1.24","ec:5.3.1.24","ec","01110"
"717","ec:4.1.1.48","ec:4.1.1.48","ec","01110"
"718","ec:4.2.1.20","ec:4.2.1.20","ec","01110"
"719","ec:4.3.1.24","ec:4.3.1.24","ec","01110"
"720","ec:6.2.1.12","ec:6.2.1.12","ec","01110"
"721","ec:1.2.1.44","ec:1.2.1.44","ec","01110"
"722","ec:1.1.1.195","ec:1.1.1.195","ec","01110"
"723","ec:1.11.1.7","ec:1.11.1.7","ec","01110"
"724","ec:1.11.1.21","ec:1.11.1.21","ec","01110"
"725","ec:1.14.14.91","ec:1.14.14.91","ec","01110"
"726","ec:1.14.13.14","ec:1.14.13.14","ec","01110"
"727","ec:2.4.1.114","ec:2.4.1.114","ec","01110"
"728","ec:2.3.1.133","ec:2.3.1.133","ec","01110"
"729","ec:1.14.14.96","ec:1.14.14.96","ec","01110"
"730","ec:2.1.1.68","ec:2.1.1.68","ec","01110"
