"","X","entryID","name","type","reaction","x","y","graphicalType","width","height","bgcolor","entrez","dictID","reaction_type","org","pathway","is_bottleneck","freq","betweenness","connectivity","triangles","clusteringCoef","closenessCoef","community","eigenvectorScore","eccentricity","radius","diameter","degree","authorityScore","hubScore","bottleneck_classification","lethal_nonlethal","entrezgene_accession"
"3297",3297,143,NA,"group",NA,696,256,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3298",3298,144,NA,"group",NA,557,523,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3299",3299,145,NA,"group",NA,696,170,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3300",3300,146,NA,"group",NA,544,319,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3301",3301,147,NA,"group",NA,905,185,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3302",3302,148,NA,"group",NA,939,238,"rectangle",92,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3303",3303,149,NA,"group",NA,973,185,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3304",3304,150,NA,"group",NA,846,238,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3305",3305,151,NA,"group",NA,939,299,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3306",3306,152,NA,"group",NA,971,647,"rectangle",91,51,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3307",3307,153,NA,"group",NA,1057,463,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3308",3308,154,NA,"group",NA,1145,394,"rectangle",92,17,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3309",3309,155,NA,"group",NA,1190,511,"rectangle",92,17,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3310",3310,156,NA,"group",NA,940,571,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3311",3311,157,NA,"group",NA,831,367,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3312",3312,158,NA,"group",NA,816,540,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3313",3313,159,NA,"group",NA,724,467,"rectangle",46,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3314",3314,160,NA,"group",NA,1185,119,"rectangle",92,34,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3315",3315,161,NA,"group",NA,1259,160,"rectangle",92,17,"#FFFFFF","undefined",NA,NA,"sce",4111,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3316",3316,1,NA,"gene",NA,340,819,"rectangle",46,17,"#BFFFBF","sce:YBR202W",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3317",3317,2,NA,"gene",NA,295,819,"rectangle",46,17,"#BFFFBF","sce:YGL201C",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3318",3318,3,NA,"gene",NA,340,802,"rectangle",46,17,"#BFFFBF","sce:YLR274W",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3319",3319,4,NA,"gene",NA,295,802,"rectangle",46,17,"#BFFFBF","sce:YPR019W",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3320",3320,5,NA,"gene",NA,340,785,"rectangle",46,17,"#BFFFBF","sce:YEL032W",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3321",3321,6,NA,"gene",NA,295,785,"rectangle",46,17,"#BFFFBF","sce:YBL023C",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3322",3322,7,NA,"gene",NA,199,819,"rectangle",46,17,"#BFFFBF","sce:YHR118C",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3323",3323,8,NA,"gene",NA,153,819,"rectangle",46,17,"#BFFFBF","sce:YNL261W",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3324",3324,9,NA,"gene",NA,199,802,"rectangle",46,17,"#BFFFBF","sce:YPR162C",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3325",3325,10,NA,"gene",NA,153,802,"rectangle",46,17,"#BFFFBF","sce:YLL004W",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3326",3326,11,NA,"gene",NA,199,785,"rectangle",46,17,"#BFFFBF","sce:YBR060C",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3327",3327,12,NA,"gene",NA,153,785,"rectangle",46,17,"#BFFFBF","sce:YML065W",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3328",3328,15,NA,"gene",NA,341,164,"rectangle",46,17,"#BFFFBF","sce:YDL138W / sce:YDL194W / sce:YDL245C / sce:YDR342C / sce:YDR343C / sce:YDR345C / sce:YEL069C / sce:YFL011W / sce:YHR092C / sce:YHR094C / sce:YHR096C / sce:YJL214W / sce:YJL219W / sce:YJR158W / sce:YLR081W / sce:YMR011W / sce:YNR072W / sce:YOL156W",NA,NA,"sce",4113,0,1,0,1,0,0,6.29881582262535e-05,2,8.12569489946935e-19,2,1,11,1,7.53485882106352e-19,2.69063308977954e-17,"NHNB","nonlethal",""
"3329",3329,16,NA,"gene",NA,425,164,"rectangle",46,17,"#BFFFBF","sce:YDL035C",NA,NA,"sce",4113,0,1,0,1,0,0,0.000107863229425089,3,8.12569489946935e-19,10,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3330",3330,17,NA,"gene",NA,425,181,"rectangle",46,17,"#BFFFBF","sce:YER020W",NA,NA,"sce",4113,0,1,0,1,0,0,0.000107863229425089,3,8.12569489946935e-19,10,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3331",3331,18,NA,"gene",NA,478,191,"rectangle",46,17,"#BFFFBF","sce:YNL098C / sce:YOR101W",NA,NA,"sce",4113,0,1,0,1,0,0,0.000107863229425089,3,8.12569489946935e-19,10,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3332",3332,19,NA,"gene",NA,453,303,"rectangle",46,17,"#BFFFBF","sce:YJL164C / sce:YKL166C / sce:YPL203W",NA,NA,"sce",4113,0,1,0.0055026455026455,4,0,0,0.000103434009102193,4,0,8,1,11,5,0,7.27897000766366e-17,"NHNB","nonlethal",""
"3333",3333,20,NA,"gene",NA,478,353,"rectangle",46,17,"#BFFFBF","sce:YMR016C",NA,NA,"sce",4113,0,1,0.00698412698412698,1,0,0,9.75609756097561e-05,4,0,7,1,11,4,3.01394352842541e-18,0,"NHNB","nonlethal",""
"3334",3334,21,NA,"gene",NA,208,492,"rectangle",46,17,"#BFFFBF","sce:YFL033C",NA,NA,"sce",4113,0,1,0.00342857142857143,1,0,0,9.83864620228257e-05,4,0,8,1,11,4,3.01394352842541e-18,0,"NHNB","nonlethal",""
"3335",3335,22,NA,"gene",NA,428,353,"rectangle",46,17,"#BFFFBF","sce:YKL062W / sce:YMR037C",NA,NA,"sce",4113,0,1,0.00698412698412698,1,0,0,9.75609756097561e-05,4,0,7,1,11,4,3.01394352842541e-18,0,"NHNB","nonlethal",""
"3336",3336,24,NA,"gene",NA,341,256,"rectangle",46,17,"#BFFFBF","sce:YDR477W",NA,NA,"sce",4113,1,1,0,0,0,0,6.24921884764404e-05,2,0,1,1,11,18,4.14900247921808e-16,0,"HB","nonlethal",""
"3337",3337,25,NA,"gene",NA,124,217,"rectangle",46,17,"#BFFFBF","sce:YJR066W / sce:YKL203C",NA,NA,"sce",4113,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHNB","nonlethal",""
"3338",3338,26,NA,"gene",NA,177,318,"rectangle",46,17,"#BFFFBF","sce:YAL040C",NA,NA,"sce",4113,0,1,0,2,0,0,9.72573429293912e-05,5,8.12569489946935e-19,8,1,11,2,1.5069717642127e-18,2.62931164209034e-17,"NHNB","nonlethal",""
"3339",3339,27,NA,"gene",NA,316,360,"rectangle",46,17,"#BFFFBF","sce:YPL256C",NA,NA,"sce",4113,0,1,0.00285714285714286,1,2,0.333333333333333,9.64227171921705e-05,5,0,7,1,11,4,0,0,"NHNB","nonlethal",""
"3340",3340,29,NA,"gene",NA,406,414,"rectangle",46,17,"#BFFFBF","sce:YJR094C",NA,NA,"sce",4113,1,1,0.0931428571428571,5,3,0.0545454545454545,9.68054211035818e-05,6,0,6,1,11,11,2.09161116428473e-17,5.49965951665287e-17,"HB","nonlethal",""
"3341",3341,30,NA,"gene",NA,406,463,"rectangle",46,17,"#BFFFBF","sce:YJL106W",NA,NA,"sce",4113,0,1,0.0469206349206349,3,2,0.2,9.68710646130001e-05,6,0,6,1,11,5,0,1.00309245451324e-16,"NHNB","nonlethal",""
"3342",3342,31,NA,"gene",NA,213,412,"rectangle",46,17,"#BFFFBF","sce:YCR097W",NA,NA,"sce",4113,0,1,0,1,0,0,9.83671060397403e-05,7,8.12569489946935e-19,8,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3343",3343,32,NA,"gene",NA,213,436,"rectangle",46,17,"#BFFFBF","sce:YCL067C / sce:YCR039C / sce:YCR096C",NA,NA,"sce",4113,0,1,0,1,0,0,9.83671060397403e-05,7,8.12569489946935e-19,8,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3344",3344,33,NA,"gene",NA,610,414,"rectangle",46,17,"#BFFFBF","sce:YHR124W",NA,NA,"sce",4113,1,1,0.0513333333333333,8,6,0.109090909090909,9.65717044905843e-05,8,0,7,1,11,11,0,1.65074776665278e-16,"HB","nonlethal",""
"3345",3345,34,NA,"gene",NA,507,558,"rectangle",46,17,"#BFFFBF","sce:YHL022C",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,6,0,7,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3346",3346,35,NA,"gene",NA,507,579,"rectangle",46,17,"#BFFFBF","sce:YER179W",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,6,0,7,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3347",3347,36,NA,"gene",NA,507,600,"rectangle",46,17,"#BFFFBF","sce:YDR285W",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,6,0,7,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3348",3348,37,NA,"gene",NA,833,414,"rectangle",46,17,"#BFFFBF","sce:YMR001C",NA,NA,"sce",4113,1,1,0.0221269841269841,4,1,0.0666666666666667,9.64692263168049e-05,9,0,6,1,11,6,0,0,"NHB","nonlethal",""
"3349",3349,38,NA,"gene",NA,667,541,"rectangle",46,17,"#BFFFBF","sce:YGR108W",NA,NA,"sce",4113,0,1,0.0126031746031746,1,0,0,9.53743443013829e-05,8,0,6,1,11,3,8.18536092303084e-18,0,"NHNB","nonlethal",""
"3350",3350,39,NA,"gene",NA,768,541,"rectangle",46,17,"#BFFFBF","sce:YDL155W / sce:YLR210W",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,8,0,8,1,11,1,1.69967494438815e-17,0,"NHNB","nonlethal",""
"3351",3351,40,NA,"gene",NA,406,502,"rectangle",46,17,"#BFFFBF","sce:YLR079W",NA,NA,"sce",4113,0,1,0.038031746031746,3,0,0,9.6749226006192e-05,10,0,7,1,11,4,3.01394352842541e-18,0,"NHNB","nonlethal",""
"3352",3352,41,NA,"gene",NA,406,558,"rectangle",46,17,"#BFFFBF","sce:YBR160W",NA,NA,"sce",4113,0,1,0.102402116402116,4,0,0,9.70496894409938e-05,5,0,6,1,11,7,0,5.74494530740966e-17,"NHNB","nonlethal",""
"3353",3353,42,NA,"gene",NA,406,541,"rectangle",46,17,"#BFFFBF","sce:YGR109C / sce:YPR120C",NA,NA,"sce",4113,0,1,0.00770370370370371,1,0,0,7.01311452416018e-05,10,0,8,1,11,2,0,5.38126617955908e-17,"NHNB","nonlethal",""
"3354",3354,43,NA,"gene",NA,316,422,"rectangle",46,17,"#BFFFBF","sce:YGR044C",NA,NA,"sce",4113,1,1,0.0119365079365079,2,1,0.0666666666666667,9.76085895558809e-05,7,0,7,1,11,6,0,5.13598038880229e-17,"NHB","nonlethal",""
"3355",3355,44,NA,"gene",NA,406,597,"rectangle",46,17,"#BFFFBF","sce:YJL194W",NA,NA,"sce",4113,1,1,0.064952380952381,6,0,0,6.95797383801837e-05,1,0.408248290463863,7,1,11,10,0,0,"HB","nonlethal",""
"3356",3356,45,NA,"gene",NA,350,597,"rectangle",46,17,"#BFFFBF","sce:YJR046W",NA,NA,"sce",4113,0,1,0.00819047619047619,1,0,0,6.95313586427479e-05,1,1,8,1,11,7,0,0,"NHNB","nonlethal",""
"3357",3357,46,NA,"gene",NA,406,624,"rectangle",46,17,"#BFFFBF","sce:YBR060C / sce:YHR118C / sce:YLL004W / sce:YML065W / sce:YNL261W / sce:YPR162C",NA,NA,"sce",4113,0,1,0.00556613756613757,6,0,0,6.95313586427479e-05,1,0.166666666666667,8,1,11,7,0,1,"NHNB","nonlethal",""
"3358",3358,47,NA,"gene",NA,350,624,"rectangle",46,17,"#BFFFBF","sce:YBL023C / sce:YBR202W / sce:YEL032W / sce:YGL201C / sce:YLR274W / sce:YPR019W",NA,NA,"sce",4113,0,1,0.00143915343915344,1,0,0,6.94830461367426e-05,1,0.408248290463863,9,1,11,10,1,0,"HNB","nonlethal",""
"3359",3359,48,NA,"gene",NA,293,624,"rectangle",46,17,"#BFFFBF","sce:YLR103C",NA,NA,"sce",4113,0,1,0,6,0,0,7.01311452416018e-05,1,8.12569489946935e-19,10,1,11,6,0,1,"NHNB","nonlethal",""
"3360",3360,49,NA,"gene",NA,351,661,"rectangle",46,17,"#BFFFBF","sce:YDL017W",NA,NA,"sce",4113,0,1,0,6,0,0,7.01311452416018e-05,1,8.12569489946935e-19,10,1,11,6,0,1,"NHNB","nonlethal",""
"3361",3361,50,NA,"gene",NA,351,678,"rectangle",46,17,"#BFFFBF","sce:YDR052C",NA,NA,"sce",4113,0,1,0,6,0,0,7.01311452416018e-05,1,8.12569489946935e-19,10,1,11,6,0,1,"NHNB","nonlethal",""
"3362",3362,51,NA,"gene",NA,730,362,"rectangle",46,17,"#BFFFBF","sce:YJL187C",NA,NA,"sce",4113,0,1,0.0235555555555556,1,0,0,9.78090766823161e-05,11,0,7,1,11,3,8.18536092303084e-18,0,"NHNB","nonlethal",""
"3363",3363,52,NA,"gene",NA,564,362,"rectangle",46,17,"#BFFFBF","sce:YDR310C",NA,NA,"sce",4113,0,1,0.00866666666666667,5,5,0.178571428571429,9.62463907603465e-05,8,0,7,1,11,8,0,2.15250647182363e-16,"HNB","nonlethal",""
"3364",3364,53,NA,"gene",NA,937,493,"rectangle",46,17,"#BFFFBF","sce:YER106W",NA,NA,"sce",4113,0,1,0,1,1,1,6.29881582262535e-05,9,0,7,1,11,2,0,0,"NHNB","nonlethal",""
"3365",3365,54,NA,"gene",NA,908,526,"rectangle",46,17,"#BFFFBF","sce:YDR439W",NA,NA,"sce",4113,0,1,0,0,1,1,6.24921884764404e-05,9,0,7,1,11,2,0,0,"NHNB","nonlethal",""
"3366",3366,55,NA,"gene",NA,1173,507,"rectangle",46,17,"#BFFFBF","sce:YJL074C",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3367",3367,56,NA,"gene",NA,1127,507,"rectangle",46,17,"#BFFFBF","sce:YFL008W",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3368",3368,57,NA,"gene",NA,1150,524,"rectangle",46,17,"#BFFFBF","sce:YPR007C",NA,NA,"sce",4113,1,1,0,0,0,0,6.24921884764404e-05,9,0,7,1,11,6,0,0,"NHB","nonlethal",""
"3369",3369,58,NA,"gene",NA,1150,541,"rectangle",46,17,"#BFFFBF","sce:YIL026C",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3370",3370,59,NA,"gene",NA,1199,217,"rectangle",46,17,"#BFFFBF","sce:YBL084C / sce:YDL008W / sce:YDR118W / sce:YDR260C / sce:YFR036W / sce:YGL240W / sce:YHR166C / sce:YKL022C / sce:YLR102C / sce:YLR127C / sce:YNL172W / sce:YOR249C",NA,NA,"sce",4113,0,1,0.000684574684574685,2,0,0,9.68898362561767e-05,12,0,9,1,11,5,3.22934245966715e-16,1.82867881575386e-16,"NHNB","nonlethal",""
"3371",3371,60,NA,"gene",NA,1199,234,"rectangle",46,17,"#BFFFBF","sce:YGR225W",NA,NA,"sce",4113,0,1,0.0194627594627595,2,0,0,9.57579239682084e-05,12,0,7,1,11,5,1.0963772800509e-16,1.82867881575386e-16,"NHNB","nonlethal",""
"3372",3372,61,NA,"gene",NA,1199,365,"rectangle",46,17,"#BFFFBF","sce:YGR098C",NA,NA,"sce",4113,1,1,0.065015873015873,5,0,0,9.6487842531841e-05,9,0,8,1,11,6,0,5.13598038880229e-17,"NHB","nonlethal",""
"3373",3373,62,NA,"gene",NA,1199,312,"rectangle",46,17,"#BFFFBF","sce:YDR113C",NA,NA,"sce",4113,0,1,0.0662857142857143,1,0,0,9.60984047664809e-05,12,0,8,1,11,16,3.91249583823256e-16,0,"HNB","nonlethal",""
"3374",3374,63,NA,"gene",NA,1017,217,"rectangle",46,17,"#BFFFBF","sce:YBL084C / sce:YDL008W / sce:YDR118W / sce:YDR260C / sce:YFR036W / sce:YGL240W / sce:YHR166C / sce:YKL022C / sce:YLR102C / sce:YLR127C / sce:YNL172W / sce:YOR249C",NA,NA,"sce",4113,0,1,0.000684574684574685,2,0,0,9.68898362561767e-05,12,0,9,1,11,5,3.22934245966715e-16,1.82867881575386e-16,"NHNB","nonlethal",""
"3375",3375,64,NA,"gene",NA,1017,234,"rectangle",46,17,"#BFFFBF","sce:YGL116W",NA,NA,"sce",4113,0,1,0.000449328449328449,1,0,0,9.68429207824908e-05,12,0,9,1,11,3,2.45181491991502e-16,5.31994473186988e-17,"NHNB","nonlethal",""
"3376",3376,65,NA,"gene",NA,1199,159,"rectangle",46,17,"#BFFFBF","sce:YIR025W",NA,NA,"sce",4113,0,1,0,13,0,0,0.000112981584001808,12,8.12569489946935e-19,8,1,11,13,0,2.60520801884312e-16,"HNB","nonlethal",""
"3377",3377,66,NA,"gene",NA,990,419,"rectangle",46,17,"#BFFFBF","sce:YJL074C",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3378",3378,67,NA,"gene",NA,944,419,"rectangle",46,17,"#BFFFBF","sce:YFL008W",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3379",3379,68,NA,"gene",NA,967,436,"rectangle",46,17,"#BFFFBF","sce:YPR007C",NA,NA,"sce",4113,1,1,0,0,0,0,6.24921884764404e-05,9,0,7,1,11,6,0,0,"NHB","nonlethal",""
"3380",3380,69,NA,"gene",NA,967,453,"rectangle",46,17,"#BFFFBF","sce:YIL026C",NA,NA,"sce",4113,0,1,0,0,0,0,6.24921884764404e-05,9,0,9,1,11,1,8.49837472194074e-18,0,"NHNB","nonlethal",""
"3381",3381,70,NA,"gene",NA,1067,414,"rectangle",46,17,"#BFFFBF","sce:YOR073W",NA,NA,"sce",4113,1,1,0.000317460317460317,4,0,0,6.50491120796201e-05,9,0,9,1,11,5,0,0,"NHB","nonlethal",""
"3382",3382,71,NA,"gene",NA,768,558,"rectangle",46,17,"#BFFFBF","sce:YBR160W",NA,NA,"sce",4113,0,1,0.102402116402116,4,0,0,9.70496894409938e-05,5,0,6,1,11,7,0,5.74494530740966e-17,"NHNB","nonlethal",""
"3383",3383,72,NA,"gene",NA,667,558,"rectangle",46,17,"#BFFFBF","sce:YBR160W",NA,NA,"sce",4113,0,1,0.102402116402116,4,0,0,9.70496894409938e-05,5,0,6,1,11,7,0,5.74494530740966e-17,"NHNB","nonlethal",""
"3384",3384,73,NA,"gene",NA,833,591,"rectangle",46,17,"#BFFFBF","sce:YFR028C",NA,NA,"sce",4113,0,1,0.0632698412698413,2,0,0,9.66930961129375e-05,9,0,7,1,11,4,3.01394352842541e-18,0,"NHNB","nonlethal",""
"3385",3385,74,NA,"gene",NA,208,463,"rectangle",46,17,"#BFFFBF","sce:YMR139W",NA,NA,"sce",4113,0,1,0,1,0,0,9.83864620228257e-05,6,8.12569489946935e-19,8,1,11,1,7.53485882106352e-19,0,"NHNB","nonlethal",""
"3386",3386,75,NA,"gene",NA,572,558,"rectangle",46,17,"#BFFFBF","sce:YBR045C",NA,NA,"sce",4113,0,1,0,0,1,1,6.24921884764404e-05,8,0,8,1,11,2,1.69967494438815e-17,0,"NHNB","nonlethal",""
"3387",3387,76,NA,"gene",NA,572,579,"rectangle",46,17,"#BFFFBF","sce:YDR523C",NA,NA,"sce",4113,0,1,0,0,1,1,6.24921884764404e-05,8,0,8,1,11,2,1.69967494438815e-17,0,"NHNB","nonlethal",""
"3388",3388,77,NA,"gene",NA,572,622,"rectangle",46,17,"#BFFFBF","sce:YGR059W",NA,NA,"sce",4113,0,1,0,0,1,1,6.24921884764404e-05,8,0,8,1,11,2,1.69967494438815e-17,0,"NHNB","nonlethal",""
"3389",3389,78,NA,"gene",NA,572,600,"rectangle",46,17,"#BFFFBF","sce:YOR313C",NA,NA,"sce",4113,0,1,0,0,1,1,6.24921884764404e-05,8,0,8,1,11,2,1.69967494438815e-17,0,"NHNB","nonlethal",""
"3390",3390,79,NA,"gene",NA,943,261,"rectangle",46,17,"#BFFFBF","sce:YBR274W",NA,NA,"sce",4113,0,1,0.0019047619047619,1,1,0.333333333333333,9.68429207824908e-05,12,0,9,1,11,3,3.1884974029878e-17,5.31994473186988e-17,"NHNB","nonlethal",""
"3391",3391,80,NA,"gene",NA,864,261,"rectangle",46,17,"#BFFFBF","sce:YDR217C",NA,NA,"sce",4113,0,1,0,2,2,0.666666666666667,9.93936984395189e-05,12,0,8,1,11,3,8.18536092303084e-18,5.31994473186988e-17,"NHNB","nonlethal",""
"3392",3392,81,NA,"gene",NA,805,189,"rectangle",46,17,"#BFFFBF","sce:YPL194W",NA,NA,"sce",4113,0,1,0,2,1,1,0.000106179655977915,13,8.12569489946935e-19,9,1,11,2,1.5069717642127e-18,1.25333437335597e-17,"NHNB","nonlethal",""
"3393",3393,82,NA,"gene",NA,805,172,"rectangle",46,17,"#BFFFBF","sce:YLR288C",NA,NA,"sce",4113,0,1,0,2,1,1,0.000106179655977915,13,8.12569489946935e-19,9,1,11,2,1.5069717642127e-18,1.25333437335597e-17,"NHNB","nonlethal",""
"3394",3394,83,NA,"gene",NA,866,181,"rectangle",46,17,"#BFFFBF","sce:YER173W",NA,NA,"sce",4113,0,1,0,1,3,0.5,0.000104777870913663,13,0,9,1,11,4,0,0,"NHNB","nonlethal",""
"3395",3395,84,NA,"gene",NA,759,180,"rectangle",46,17,"#BFFFBF","sce:YOR368W",NA,NA,"sce",4113,0,1,0,2,1,1,0.000106179655977915,13,8.12569489946935e-19,9,1,11,2,1.5069717642127e-18,1.25333437335597e-17,"NHNB","nonlethal",""
"3396",3396,85,NA,"gene",NA,833,221,"rectangle",46,17,"#BFFFBF","sce:YBR136W",NA,NA,"sce",4113,1,1,0.0132063492063492,4,5,0.178571428571429,0.000103971719692244,13,0,8,1,11,8,0,5.0133374934239e-17,"HB","nonlethal",""
"3397",3397,86,NA,"gene",NA,833,296,"rectangle",46,17,"#BFFFBF","sce:YPL153C",NA,NA,"sce",4113,0,1,0.00441269841269841,1,1,0.333333333333333,9.72195216799533e-05,12,0,7,1,11,3,3.1884974029878e-17,0,"NHNB","nonlethal",""
"3398",3398,87,NA,"gene",NA,668,224,"rectangle",46,17,"#BFFFBF","sce:YOR351C",NA,NA,"sce",4113,0,1,0,1,0,0,9.97904400758407e-05,14,8.12569489946935e-19,8,1,11,1,7.53485882106352e-19,3.37862172414672e-17,"NHNB","nonlethal",""
"3399",3399,88,NA,"gene",NA,642,296,"rectangle",46,17,"#BFFFBF","sce:YLR263W",NA,NA,"sce",4113,1,1,0.0271428571428571,2,0,0,9.90197049212793e-05,14,0,7,1,11,8,0,0,"HB","nonlethal",""
