"","node1","node2","org","pathway","EC"
"820","hsa:55586","hsa:54657","hsa","00053","1.1.1.22"
"821","hsa:55586","hsa:54658","hsa","00053","1.1.1.22"
"822","hsa:55586","hsa:54659","hsa","00053","1.1.1.22"
"823","hsa:55586","hsa:574537","hsa","00053","1.1.1.22"
"824","hsa:55586","hsa:7363","hsa","00053","1.1.1.22"
"825","hsa:55586","hsa:7364","hsa","00053","1.1.1.22"
"826","hsa:55586","hsa:7365","hsa","00053","1.1.1.22"
"827","hsa:55586","hsa:7366","hsa","00053","1.1.1.22"
"828","hsa:55586","hsa:7367","hsa","00053","1.1.1.22"
"829","hsa:55586","hsa:79799","hsa","00053","1.1.1.22"
"830","hsa:7358","hsa:10720","hsa","00053","1.1.1.22"
"831","hsa:7358","hsa:10941","hsa","00053","1.1.1.22"
"832","hsa:7358","hsa:54490","hsa","00053","1.1.1.22"
"833","hsa:7358","hsa:54575","hsa","00053","1.1.1.22"
"834","hsa:7358","hsa:54576","hsa","00053","2.3.1.85"
"835","hsa:7358","hsa:54577","hsa","00053","2.3.1.85"
"836","hsa:7358","hsa:54578","hsa","00053","2.3.1.85"
"837","hsa:7358","hsa:54579","hsa","00053","2.3.1.85"
"838","hsa:7358","hsa:54600","hsa","00053","2.3.1.85"
"839","hsa:7358","hsa:54657","hsa","00053","2.3.1.85"
"840","hsa:7358","hsa:54658","hsa","00053","2.3.1.85"
"841","hsa:7358","hsa:54659","hsa","00053","2.3.1.85"
"842","hsa:7358","hsa:574537","hsa","00053","3.1.2.21"
"843","hsa:7358","hsa:7363","hsa","00053","3.1.2.21"
"844","hsa:7358","hsa:7364","hsa","00053","3.1.2.21"
"845","hsa:7358","hsa:7365","hsa","00053","2.3.1.179"
"846","hsa:7358","hsa:7366","hsa","00053","2.3.1.179"
"847","hsa:7358","hsa:7367","hsa","00053","2.3.1.179"
"848","hsa:7358","hsa:79799","hsa","00053","2.3.1.179"
"849","hsa:2194","hsa:31","hsa","00061","2.3.1.179"
"850","hsa:2194","hsa:32","hsa","00061","2.3.1.39"
"851","hsa:2194","hsa:27349","hsa","00061","2.3.1.39"
"852","hsa:2194","hsa:54995","hsa","00061","2.3.1.39"
"853","hsa:2194","hsa:51102","hsa","00061","6.2.1.3"
"854","hsa:2194","hsa:109703458","hsa","00061","6.2.1.3"
"855","hsa:2194","hsa:84869","hsa","00061","6.2.1.3"
"856","hsa:2194","hsa:7923","hsa","00061","6.2.1.3"
"857","hsa:55301","hsa:2194","hsa","00061","6.2.1.3"
"858","hsa:55301","hsa:54995","hsa","00061","6.2.1.3"
"859","hsa:55301","hsa:51102","hsa","00061","6.2.1.3"
"860","hsa:54995","hsa:2194","hsa","00061","[EC:6.2.1.-"
"861","hsa:54995","hsa:27349","hsa","00061","[EC:6.2.1.-"
"862","hsa:54995","hsa:51102","hsa","00061","[EC:6.2.1.-"
"863","hsa:54995","hsa:84869","hsa","00061","[EC:6.2.1.-"
"864","hsa:54995","hsa:7923","hsa","00061","1.3.1.38"
"865","hsa:27349","hsa:31","hsa","00061","1.3.1.38"
"866","hsa:27349","hsa:32","hsa","00061","1.3.1.38"
"867","hsa:27349","hsa:54995","hsa","00061","[EC:1.1.1.-"
"868","hsa:2180","hsa:2194","hsa","00061","[EC:1.1.1.-"
"869","hsa:2181","hsa:2194","hsa","00061","[EC:1.1.1.-"
"870","hsa:2182","hsa:2194","hsa","00061","1.1.1.62 / 1.1.1.239"
"871","hsa:23205","hsa:2194","hsa","00061","1.1.1.62 / 1.1.1.239"
"872","hsa:23305","hsa:2194","hsa","00061","1.1.1.62 / 1.1.1.239"
"873","hsa:51703","hsa:2194","hsa","00061","[EC:4.2.1.-"
"874","hsa:81616","hsa:2194","hsa","00061","[EC:4.2.1.-"
"875","hsa:197322","hsa:31","hsa","00061","3.1.2.22"
"876","hsa:197322","hsa:32","hsa","00061","3.1.2.22"
"877","hsa:197322","hsa:2194","hsa","00061","1.3.1.38"
"878","hsa:197322","hsa:27349","hsa","00061","1.3.1.38"
"879","hsa:51102","hsa:2194","hsa","00061","1.3.1.38"
"880","hsa:51102","hsa:54995","hsa","00061","1.3.1.38"
"881","hsa:51102","hsa:55301","hsa","00061","4.2.1.17"
"882","hsa:84869","hsa:54995","hsa","00061","4.2.1.17"
"883","hsa:84869","hsa:2194","hsa","00061","4.2.1.17"
"884","hsa:84869","hsa:109703458","hsa","00061","4.2.1.17 / 1.1.1.211"
"885","hsa:7923","hsa:54995","hsa","00061","4.2.1.17 / 1.1.1.211"
"886","hsa:7923","hsa:2194","hsa","00061","4.2.1.17 / 1.1.1.211"
"887","hsa:7923","hsa:109703458","hsa","00061","4.2.1.17 / 1.1.1.211"
"888","hsa:109703458","hsa:2194","hsa","00061","4.2.1.17 / 1.1.1.211"
"889","hsa:109703458","hsa:51102","hsa","00061","2.3.1.16"
"890","hsa:5538","hsa:51102","hsa","00062","2.3.1.16"
"891","hsa:9374","hsa:51102","hsa","00062","2.3.1.16"
"892","hsa:51102","hsa:1892","hsa","00062","2.3.1.16"
"893","hsa:51102","hsa:3030","hsa","00062","2.3.1.16"
"894","hsa:51102","hsa:5538","hsa","00062","2.3.1.16"
"895","hsa:51102","hsa:9374","hsa","00062","1.1.1.35"
"896","hsa:1892","hsa:3033","hsa","00062","1.1.1.35"
"897","hsa:1892","hsa:3030","hsa","00062","1.1.1.35"
"898","hsa:1892","hsa:51102","hsa","00062","1.1.1.35"
"899","hsa:3030","hsa:10449","hsa","00062","1.1.1.62 / 1.1.1.330"
"900","hsa:3030","hsa:3032","hsa","00062","1.1.1.62 / 1.1.1.330"
"901","hsa:3030","hsa:3033","hsa","00062","1.1.1.62 / 1.1.1.330"
"902","hsa:3030","hsa:3030","hsa","00062","1.1.1.62 / 1.1.1.330"
"903","hsa:3030","hsa:1892","hsa","00062","1.1.1.62 / 1.1.1.330"
"904","hsa:3030","hsa:51102","hsa","00062","1.1.1.62 / 1.1.1.330"
"905","hsa:10449","hsa:51102","hsa","00062","1.1.1.62 / 1.1.1.330"
"906","hsa:10449","hsa:3033","hsa","00062","1.1.1.62 / 1.1.1.330"
"907","hsa:10449","hsa:3030","hsa","00062","1.1.1.62 / 1.1.1.330"
"908","hsa:3032","hsa:51102","hsa","00062","1.1.1.62 / 1.1.1.330"
"909","hsa:3032","hsa:3033","hsa","00062","1.1.1.62 / 1.1.1.330"
"910","hsa:3032","hsa:3030","hsa","00062","1.3.1.93"
"911","hsa:3033","hsa:10449","hsa","00062","1.3.1.93"
"912","hsa:3033","hsa:3032","hsa","00062","1.3.1.93"
"913","hsa:3033","hsa:1892","hsa","00062","1.3.1.93"
"914","hsa:3033","hsa:3030","hsa","00062","1.3.1.93"
"915","hsa:51144","hsa:201562","hsa","00062","1.3.1.93"
"916","hsa:51144","hsa:401494","hsa","00062","4.2.1.134"
"917","hsa:51144","hsa:51495","hsa","00062","4.2.1.134"
"918","hsa:51144","hsa:9200","hsa","00062","4.2.1.134"
"919","hsa:51144","hsa:54898","hsa","00062","4.2.1.134"
"920","hsa:51144","hsa:60481","hsa","00062",NA
"921","hsa:51144","hsa:64834","hsa","00062",NA
"922","hsa:51144","hsa:6785","hsa","00062",NA
"923","hsa:51144","hsa:79071","hsa","00062",NA
"924","hsa:51144","hsa:79993","hsa","00062",NA
"925","hsa:51144","hsa:83401","hsa","00062",NA
"926","hsa:9524","hsa:10965","hsa","00062",NA
"927","hsa:9524","hsa:11332","hsa","00062",NA
"928","hsa:9524","hsa:117145","hsa","00062",NA
"929","hsa:9524","hsa:122970","hsa","00062",NA
"930","hsa:9524","hsa:284486","hsa","00062",NA
"931","hsa:9524","hsa:641371","hsa","00062",NA
"932","hsa:201562","hsa:9524","hsa","00062",NA
"933","hsa:401494","hsa:9524","hsa","00062",NA
"934","hsa:51495","hsa:9524","hsa","00062",NA
"935","hsa:9200","hsa:9524","hsa","00062",NA
