"org","ensemblID","entrezGeneID","entrezGeneAccession"
"hsa","ENSG00000040199",23035,"PHLPP2"
"hsa","ENSG00000040275",54908,"SPDL1"
"hsa","ENSG00000040341",27067,"STAU2"
"hsa","ENSG00000040487",54896,"SLC66A1"
"hsa","ENSG00000040531",1497,"CTNS"
"hsa","ENSG00000040608",65078,"RTN4R"
"hsa","ENSG00000040633",79142,"PHF23"
"hsa","ENSG00000040731",1008,"CDH10"
"hsa","ENSG00000040933",3631,"INPP4A"
"hsa","ENSG00000041353",5874,"RAB27B"
"hsa","ENSG00000041357",5685,"PSMA4"
"hsa","ENSG00000041515",23026,"MYO16"
"hsa","ENSG00000041802",55341,"LSG1"
"hsa","ENSG00000041880",10039,"PARP3"
"hsa","ENSG00000041982",3371,"TNC"
"hsa","ENSG00000041988",90326,"THAP3"
"hsa","ENSG00000042062",140876,"RIPOR3"
"hsa","ENSG00000042088",55775,"TDP1"
"hsa","ENSG00000042286",84883,"AIFM2"
"hsa","ENSG00000042304",56918,"C2orf83"
"hsa","ENSG00000042317",55812,"SPATA7"
"hsa","ENSG00000042429",9440,"MED17"
"hsa","ENSG00000042445",54884,"RETSAT"
"hsa","ENSG00000042493",822,"CAPG"
"hsa","ENSG00000042753",1175,"AP2S1"
"hsa","ENSG00000042781",7399,"USH2A"
"hsa","ENSG00000042813",11055,"ZPBP"
"hsa","ENSG00000042832",7038,"TG"
"hsa","ENSG00000042980",10863,"ADAM28"
"hsa","ENSG00000043039",8538,"BARX2"
"hsa","ENSG00000043093",54165,"DCUN1D1"
"hsa","ENSG00000043143",23338,"JADE2"
"hsa","ENSG00000043355",7546,"ZIC2"
"hsa","ENSG00000043462",3937,"LCP2"
"hsa","ENSG00000043514",54802,"TRIT1"
"hsa","ENSG00000043591",153,"ADRB1"
"hsa","ENSG00000044012",2981,"GUCA2B"
"hsa","ENSG00000044090",9820,"CUL7"
"hsa","ENSG00000044115",1495,"CTNNA1"
"hsa","ENSG00000044446",5256,"PHKA2"
"hsa","ENSG00000044459",54875,"CNTLN"
"hsa","ENSG00000044524",2042,"EPHA3"
"hsa","ENSG00000044574",3309,"HSPA5"
"hsa","ENSG00000046604",1829,"DSG2"
"hsa","ENSG00000046647",54960,"GEMIN8"
"hsa","ENSG00000046651",8481,"OFD1"
"hsa","ENSG00000046653",2824,"GPM6B"
"hsa","ENSG00000046774",51438,"MAGEC2"
"hsa","ENSG00000046889",80243,"PREX2"
"hsa","ENSG00000047056",22884,"WDR37"
"hsa","ENSG00000047188",64848,"YTHDC2"
"hsa","ENSG00000047230",56474,"CTPS2"
"hsa","ENSG00000047249",51606,"ATP6V1H"
"hsa","ENSG00000047315",5431,"POLR2B"
"hsa","ENSG00000047346",56204,"FAM214A"
"hsa","ENSG00000047365",116984,"ARAP2"
"hsa","ENSG00000047410",7175,"TPR"
"hsa","ENSG00000047457",1356,"CP"
"hsa","ENSG00000047578",23247,"KIAA0556"
"hsa","ENSG00000047579",84062,"DTNBP1"
"hsa","ENSG00000047597",7504,"XK"
"hsa","ENSG00000047617",57101,"ANO2"
"hsa","ENSG00000047621",57102,"C12orf4"
"hsa","ENSG00000047634",6322,"SCML1"
"hsa","ENSG00000047644",55841,"WWC3"
"hsa","ENSG00000047648",395,"ARHGAP6"
"hsa","ENSG00000047662",27146,"FAM184B"
"hsa","ENSG00000047849",4134,"MAP4"
"hsa","ENSG00000047932",57120,"GOPC"
"hsa","ENSG00000047936",6098,"ROS1"
"hsa","ENSG00000048028",57646,"USP28"
"hsa","ENSG00000048052",9734,"HDAC9"
"hsa","ENSG00000048140",26262,"TSPAN17"
"hsa","ENSG00000048162",51491,"NOP16"
"hsa","ENSG00000048342",57545,"CC2D2A"
"hsa","ENSG00000048392",50484,"RRM2B"
"hsa","ENSG00000048405",168850,"ZNF800"
"hsa","ENSG00000048462",608,"TNFRSF17"
"hsa","ENSG00000048471",92017,"SNX29"
"hsa","ENSG00000048540",55885,"LMO3"
"hsa","ENSG00000048544",55173,"MRPS10"
"hsa","ENSG00000048545",2978,"GUCA1A"
"hsa","ENSG00000048649",51773,"RSF1"
"hsa","ENSG00000048707",55187,"VPS13D"
"hsa","ENSG00000048740",10659,"CELF2"
"hsa","ENSG00000048828",23196,"FAM120A"
"hsa","ENSG00000048991",23518,"R3HDM1"
"hsa","ENSG00000049089",1298,"COL9A2"
"hsa","ENSG00000049130",4254,"KITLG"
"hsa","ENSG00000049167",1161,"ERCC8"
"hsa","ENSG00000049192",11174,"ADAMTS6"
"hsa","ENSG00000049239",9563,"H6PD"
"hsa","ENSG00000049245",9341,"VAMP3"
"hsa","ENSG00000049246",8863,"PER3"
"hsa","ENSG00000049247",10911,"UTS2"
"hsa","ENSG00000049249",3604,"TNFRSF9"
"hsa","ENSG00000049283",55040,"EPN3"
"hsa","ENSG00000049323",4052,"LTBP1"
"hsa","ENSG00000049449",5954,"RCN1"
"hsa","ENSG00000049540",2006,"ELN"
"hsa","ENSG00000049541",5982,"RFC2"
"hsa","ENSG00000049618",57492,"ARID1B"
"hsa","ENSG00000049656",81037,"CLPTM1L"
"hsa","ENSG00000049759",23327,"NEDD4L"
"hsa","ENSG00000049768",50943,"FOXP3"
"hsa","ENSG00000049769",89801,"PPP1R3F"
"hsa","ENSG00000049860",3074,"HEXB"
"hsa","ENSG00000049883",79810,"PTCD2"
"hsa","ENSG00000050030",340533,"NEXMIF"
"hsa","ENSG00000050130",51528,"JKAMP"
"hsa","ENSG00000050165",27122,"DKK3"
"hsa","ENSG00000050327",7984,"ARHGEF5"
"hsa","ENSG00000050344",9603,"NFE2L3"
"hsa","ENSG00000050393",63933,"MCUR1"
"hsa","ENSG00000050405",51474,"LIMA1"
"hsa","ENSG00000050426",25875,"LETMD1"
"hsa","ENSG00000050438",9498,"SLC4A8"
"hsa","ENSG00000050555",10319,"LAMC3"
"hsa","ENSG00000050628",5733,"PTGER3"
"hsa","ENSG00000050730",79931,"TNIP3"
"hsa","ENSG00000050748",5601,"MAPK9"
"hsa","ENSG00000050767",91522,"COL23A1"
"hsa","ENSG00000050820",9564,"BCAR1"
"hsa","ENSG00000051009",84067,"FAM160A2"
"hsa","ENSG00000051108",9709,"HERPUD1"
"hsa","ENSG00000051128",9454,"HOMER3"
"hsa","ENSG00000051180",5888,"RAD51"
"hsa","ENSG00000051341",10721,"POLQ"
"hsa","ENSG00000051382",5291,"PIK3CB"
"hsa","ENSG00000051523",1535,"CYBA"
"hsa","ENSG00000051596",84321,"THOC3"
"hsa","ENSG00000051620",23593,"HEBP2"
"hsa","ENSG00000051825",10198,"MPHOSPH9"
"hsa","ENSG00000052126",54477,"PLEKHA5"
"hsa","ENSG00000052344",5652,"PRSS8"
"hsa","ENSG00000052723",80143,"SIKE1"
"hsa","ENSG00000052749",23223,"RRP12"
"hsa","ENSG00000052795",57600,"FNIP2"
"hsa","ENSG00000052802",6307,"MSMO1"
"hsa","ENSG00000052841",55761,"TTC17"
"hsa","ENSG00000052850",60529,"ALX4"
"hsa","ENSG00000053108",23105,"FSTL4"
"hsa","ENSG00000053254",1112,"FOXN3"
"hsa","ENSG00000053328",728464,"METTL24"
"hsa","ENSG00000053371",8574,"AKR7A2"
"hsa","ENSG00000053372",51154,"MRTO4"
"hsa","ENSG00000053438",4826,"NNAT"
"hsa","ENSG00000053501",55850,"USE1"
"hsa","ENSG00000053524",23101,"MCF2L2"
"hsa","ENSG00000053702",83714,"NRIP2"
"hsa","ENSG00000053747",3909,"LAMA3"
"hsa","ENSG00000053770",55745,"AP5M1"
"hsa","ENSG00000053900",29945,"ANAPC4"
"hsa","ENSG00000053918",3784,"KCNQ1"
"hsa","ENSG00000054116",27095,"TRAPPC3"
"hsa","ENSG00000054118",9967,"THRAP3"
"hsa","ENSG00000054148",29085,"PHPT1"
"hsa","ENSG00000054179",954,"ENTPD2"
"hsa","ENSG00000054219",4065,"LY75"
"hsa","ENSG00000054267",51742,"ARID4B"
"hsa","ENSG00000054277",23596,"OPN3"
"hsa","ENSG00000054282",10806,"SDCCAG8"
"hsa","ENSG00000054356",5798,"PTPRN"
"hsa","ENSG00000054392",55733,"HHAT"
"hsa","ENSG00000054523",23095,"KIF1B"
"hsa","ENSG00000054598",2296,"FOXC1"
"hsa","ENSG00000054611",25771,"TBC1D22A"
"hsa","ENSG00000054654",23224,"SYNE2"
"hsa","ENSG00000054690",57475,"PLEKHH1"
"hsa","ENSG00000054793",10079,"ATP9A"
"hsa","ENSG00000054796",23626,"SPO11"
"hsa","ENSG00000054803",140689,"CBLN4"
"hsa","ENSG00000054938",25884,"CHRDL2"
"hsa","ENSG00000054965",23201,"FAM168A"
"hsa","ENSG00000054967",84957,"RELT"
"hsa","ENSG00000054983",2581,"GALC"
"hsa","ENSG00000055044",51602,"NOP58"
"hsa","ENSG00000055070",26099,"SZRD1"
"hsa","ENSG00000055118",3757,"KCNH2"
"hsa","ENSG00000055130",8454,"CUL1"
"hsa","ENSG00000055147",10827,"FAM114A2"
"hsa","ENSG00000055163",26999,"CYFIP2"
"hsa","ENSG00000055208",23118,"TAB2"
"hsa","ENSG00000055211",116254,"GINM1"
"hsa","ENSG00000055332",5610,"EIF2AK2"
"hsa","ENSG00000055483",57602,"USP36"
"hsa","ENSG00000055609",58508,"KMT2C"
"hsa","ENSG00000055732",55283,"MCOLN3"
"hsa","ENSG00000055813",114800,"CCDC85A"
"hsa","ENSG00000055917",23369,"PUM2"
"hsa","ENSG00000055950",84545,"MRPL43"
"hsa","ENSG00000055955",3700,"ITIH4"
"hsa","ENSG00000055957",3697,"ITIH1"
"hsa","ENSG00000056050",54969,"HPF1"
"hsa","ENSG00000056097",51663,"ZFR"
"hsa","ENSG00000056277",55609,"ZNF280C"
"hsa","ENSG00000056291",10886,"NPFFR2"
"hsa","ENSG00000056487",112885,"PHF21B"
"hsa","ENSG00000056558",7185,"TRAF1"
"hsa","ENSG00000056586",54542,"RC3H2"
"hsa","ENSG00000056736",55540,"IL17RB"
"hsa","ENSG00000056972",10758,"TRAF3IP2"
"hsa","ENSG00000056998",8908,"GYG2"
"hsa","ENSG00000057019",131566,"DCBLD2"
"hsa","ENSG00000057149",6317,"SERPINB3"
"hsa","ENSG00000057252",6646,"SOAT1"
"hsa","ENSG00000057294",5318,"PKP2"
"hsa","ENSG00000057468",4438,"MSH4"
"hsa","ENSG00000057593",2155,"F7"
"hsa","ENSG00000057608",2665,"GDI2"
"hsa","ENSG00000057657",639,"PRDM1"
"hsa","ENSG00000057663",9474,"ATG5"
"hsa","ENSG00000057704",57458,"TMCC3"
"hsa","ENSG00000057757",57095,"PITHD1"
"hsa","ENSG00000057935",57504,"MTA3"
"hsa","ENSG00000058056",8975,"USP13"
"hsa","ENSG00000058063",23200,"ATP11B"
"hsa","ENSG00000058085",3918,"LAMC2"
"hsa","ENSG00000058091",5218,"CDK14"
"hsa","ENSG00000058262",29927,"SEC61A1"
"hsa","ENSG00000058272",4659,"PPP1R12A"
"hsa","ENSG00000058335",5923,"RASGRF1"
"hsa","ENSG00000058404",816,"CAMK2B"
"hsa","ENSG00000058453",9696,"CROCC"
"hsa","ENSG00000058600",55718,"POLR3E"
"hsa","ENSG00000058668",493,"ATP2B4"
"hsa","ENSG00000058673",9877,"ZC3H11A"
"hsa","ENSG00000058729",55781,"RIOK2"
"hsa","ENSG00000058799",54432,"YIPF1"
"hsa","ENSG00000058804",55706,"NDC1"
"hsa","ENSG00000058866",1608,"DGKG"
"hsa","ENSG00000059122",84256,"FLYWCH1"
"hsa","ENSG00000059145",64718,"UNKL"
"hsa","ENSG00000059377",6916,"TBXAS1"
"hsa","ENSG00000059378",64761,"PARP12"
"hsa","ENSG00000059573",5832,"ALDH18A1"
"hsa","ENSG00000059588",6894,"TARBP1"
"hsa","ENSG00000059691",5188,"GATB"
"hsa","ENSG00000059728",4084,"MXD1"
"hsa","ENSG00000059758",5128,"CDK17"
"hsa","ENSG00000059769",548645,"DNAJC25"
"hsa","ENSG00000059804",6515,"SLC2A3"
"hsa","ENSG00000059915",5662,"PSD"
"hsa","ENSG00000060069",9150,"CTDP1"
"hsa","ENSG00000060138",8531,"YBX3"
"hsa","ENSG00000060140",55359,"STYK1"
"hsa","ENSG00000060237",65125,"WNK1"
"hsa","ENSG00000060339",55749,"CCAR1"
"hsa","ENSG00000060491",11054,"OGFR"
"hsa","ENSG00000060558",2769,"GNA15"
"hsa","ENSG00000060566",84699,"CREB3L3"
"hsa","ENSG00000060642",55650,"PIGV"
"hsa","ENSG00000060656",10076,"PTPRU"
"hsa","ENSG00000060688",9410,"SNRNP40"
"hsa","ENSG00000060709",23504,"RIMBP2"
"hsa","ENSG00000060718",1301,"COL11A1"
"hsa","ENSG00000060749",79832,"QSER1"
"hsa","ENSG00000060762",51660,"MPC1"
"hsa","ENSG00000060971",30,"ACAA1"
"hsa","ENSG00000060982",586,"BCAT1"
"hsa","ENSG00000061273",51564,"HDAC7"
"hsa","ENSG00000061337",11178,"LZTS1"
"hsa","ENSG00000061455",93166,"PRDM6"
"hsa","ENSG00000061492",7478,"WNT8A"
"hsa","ENSG00000061656",6676,"SPAG4"
"hsa","ENSG00000061676",10787,"NCKAP1"
"hsa","ENSG00000061794",60488,"MRPS35"
"hsa","ENSG00000061918",2983,"GUCY1B1"
"hsa","ENSG00000061936",6433,"SFSWAP"
"hsa","ENSG00000061938",10188,"TNK2"
"hsa","ENSG00000061987",23041,"MON2"
"hsa","ENSG00000062038",1001,"CDH3"
"hsa","ENSG00000062096",416,"ARSF"
"hsa","ENSG00000062194",65056,"GPBP1"
"hsa","ENSG00000062282",84649,"DGAT2"
"hsa","ENSG00000062370",7771,"ZNF112"
"hsa","ENSG00000062485",1431,"CS"
"hsa","ENSG00000062524",4058,"LTK"
"hsa","ENSG00000062582",64951,"MRPS24"
"hsa","ENSG00000062598",63916,"ELMO2"
"hsa","ENSG00000062650",23063,"WAPL"
"hsa","ENSG00000062716",81671,"VMP1"
"hsa","ENSG00000062725",10513,"APPBP2"
"hsa","ENSG00000062822",5424,"POLD1"
"hsa","ENSG00000063015",124925,"SEZ6"
"hsa","ENSG00000063046",1975,"EIF4B"
"hsa","ENSG00000063127",28968,"SLC6A16"
"hsa","ENSG00000063169",29998,"BICRA"
"hsa","ENSG00000063176",56848,"SPHK2"
"hsa","ENSG00000063177",6141,"RPL18"
"hsa","ENSG00000063180",770,"CA11"
"hsa","ENSG00000063241",79763,"ISOC2"
"hsa","ENSG00000063244",11338,"U2AF2"
"hsa","ENSG00000063245",29924,"EPN1"
"hsa","ENSG00000063322",55588,"MED29"
"hsa","ENSG00000063515",2928,"GSC2"
"hsa","ENSG00000063587",10838,"ZNF275"
"hsa","ENSG00000063587",105373378,"LOC105373378"
"hsa","ENSG00000063601",8776,"MTMR1"
"hsa","ENSG00000063660",2817,"GPC1"
"hsa","ENSG00000063761",57143,"ADCK1"
"hsa","ENSG00000063854",3029,"HAGH"
"hsa","ENSG00000063978",6047,"RNF4"
"hsa","ENSG00000064012",841,"CASP8"
"hsa","ENSG00000064042",22998,"LIMCH1"
"hsa","ENSG00000064102",55726,"INTS13"
"hsa","ENSG00000064115",51768,"TM7SF3"
"hsa","ENSG00000064195",1747,"DLX3"
"hsa","ENSG00000064199",53340,"SPA17"
"hsa","ENSG00000064201",10077,"TSPAN32"
"hsa","ENSG00000064205",8839,"CCN5"
"hsa","ENSG00000064218",58524,"DMRT3"
"hsa","ENSG00000064225",10402,"ST3GAL6"
"hsa","ENSG00000064270",9914,"ATP2C2"
"hsa","ENSG00000064300",4804,"NGFR"
"hsa","ENSG00000064309",50937,"CDON"
"hsa","ENSG00000064313",6873,"TAF2"
"hsa","ENSG00000064393",28996,"HIPK2"
"hsa","ENSG00000064419",23534,"TNPO3"
"hsa","ENSG00000064490",8625,"RFXANK"
"hsa","ENSG00000064545",54929,"TMEM161A"
"hsa","ENSG00000064547",9170,"LPAR2"
"hsa","ENSG00000064601",5476,"CTSA"
"hsa","ENSG00000064607",10147,"SUGP2"
"hsa","ENSG00000064651",6558,"SLC12A2"
"hsa","ENSG00000064652",28966,"SNX24"
"hsa","ENSG00000064655",2139,"EYA2"
"hsa","ENSG00000064666",1265,"CNN2"
"hsa","ENSG00000064687",10347,"ABCA7"
"hsa","ENSG00000064692",9627,"SNCAIP"
"hsa","ENSG00000064703",11218,"DDX20"
"hsa","ENSG00000064726",53339,"BTBD1"
"hsa","ENSG00000064763",55711,"FAR2"
"hsa","ENSG00000064787",8537,"BCAS1"
"hsa","ENSG00000064835",5449,"POU1F1"
"hsa","ENSG00000064886",1117,"CHI3L2"
"hsa","ENSG00000064932",22904,"SBNO2"
"hsa","ENSG00000064933",5378,"PMS1"
"hsa","ENSG00000064961",10362,"HMG20B"
"hsa","ENSG00000064989",10203,"CALCRL"
"hsa","ENSG00000064995",6882,"TAF11"
"hsa","ENSG00000064999",23294,"ANKS1A"
"hsa","ENSG00000065000",8943,"AP3D1"
"hsa","ENSG00000065029",7629,"ZNF76"
"hsa","ENSG00000065054",9351,"SLC9A3R2"
"hsa","ENSG00000065057",4913,"NTHL1"
"hsa","ENSG00000065060",54887,"UHRF1BP1"
"hsa","ENSG00000065135",2773,"GNAI3"
"hsa","ENSG00000065150",3843,"IPO5"
"hsa","ENSG00000065154",4942,"OAT"
"hsa","ENSG00000065183",10885,"WDR3"
"hsa","ENSG00000065243",5586,"PKN2"
"hsa","ENSG00000065268",57418,"WDR18"
"hsa","ENSG00000065308",9697,"TRAM2"
"hsa","ENSG00000065320",9423,"NTN1"
"hsa","ENSG00000065325",9340,"GLP2R"
"hsa","ENSG00000065328",55388,"MCM10"
"hsa","ENSG00000065357",1606,"DGKA"
"hsa","ENSG00000065361",2065,"ERBB3"
"hsa","ENSG00000065371",54763,"ROPN1"
"hsa","ENSG00000065413",91526,"ANKRD44"
"hsa","ENSG00000065427",3735,"KARS1"
"hsa","ENSG00000065457",23536,"ADAT1"
"hsa","ENSG00000065485",10954,"PDIA5"
"hsa","ENSG00000065491",55633,"TBC1D22B"
"hsa","ENSG00000065518",4710,"NDUFB4"
"hsa","ENSG00000065526",23013,"SPEN"
"hsa","ENSG00000065534",4638,"MYLK"
"hsa","ENSG00000065548",55854,"ZC3H15"
"hsa","ENSG00000065559",6416,"MAP2K4"
"hsa","ENSG00000065600",55248,"PACC1"
"hsa","ENSG00000065609",9892,"SNAP91"
"hsa","ENSG00000065613",9748,"SLK"
"hsa","ENSG00000065615",51167,"CYB5R4"
"hsa","ENSG00000065618",1308,"COL17A1"
"hsa","ENSG00000065621",119391,"GSTO2"
"hsa","ENSG00000065665",55176,"SEC61A2"
"hsa","ENSG00000065675",5588,"PRKCQ"
"hsa","ENSG00000065717",7089,"TLE2"
"hsa","ENSG00000065802",51665,"ASB1"
"hsa","ENSG00000065809",83641,"FAM107B"
"hsa","ENSG00000065833",4199,"ME1"
"hsa","ENSG00000065882",23216,"TBC1D1"
"hsa","ENSG00000065883",8621,"CDK13"
"hsa","ENSG00000065911",10797,"MTHFD2"
"hsa","ENSG00000065923",84679,"SLC9A7"
"hsa","ENSG00000065970",55810,"FOXJ2"
"hsa","ENSG00000065978",4904,"YBX1"
"hsa","ENSG00000065989",5141,"PDE4A"
"hsa","ENSG00000066027",5525,"PPP2R5A"
"hsa","ENSG00000066032",1496,"CTNNA2"
"hsa","ENSG00000066044",1994,"ELAVL1"
"hsa","ENSG00000066056",7075,"TIE1"
"hsa","ENSG00000066084",57609,"DIP2B"
"hsa","ENSG00000066117",6602,"SMARCD1"
"hsa","ENSG00000066135",9682,"KDM4A"
"hsa","ENSG00000066136",4802,"NFYC"
"hsa","ENSG00000066185",84217,"ZMYND12"
"hsa","ENSG00000066230",6550,"SLC9A3"
"hsa","ENSG00000066248",25791,"NGEF"
"hsa","ENSG00000066279",259266,"ASPM"
"hsa","ENSG00000066294",8832,"CD84"
"hsa","ENSG00000066322",64834,"ELOVL1"
"hsa","ENSG00000066336",6688,"SPI1"
"hsa","ENSG00000066379",30834,"ZNRD1"
"hsa","ENSG00000066382",744,"MPPED2"
"hsa","ENSG00000066405",51208,"CLDN18"
"hsa","ENSG00000066422",27107,"ZBTB11"
"hsa","ENSG00000066427",4287,"ATXN3"
"hsa","ENSG00000066455",9950,"GOLGA5"
"hsa","ENSG00000066468",2263,"FGFR2"
"hsa","ENSG00000066557",55631,"LRRC40"
"hsa","ENSG00000066583",51015,"ISOC1"
"hsa","ENSG00000066629",2009,"EML1"
"hsa","ENSG00000066651",60487,"TRMT11"
"hsa","ENSG00000066654",55623,"THUMPD1"
"hsa","ENSG00000066697",91283,"MSANTD3"
"hsa","ENSG00000066735",26153,"KIF26A"
"hsa","ENSG00000066739",55102,"ATG2B"
"hsa","ENSG00000066777",10565,"ARFGEF1"
"hsa","ENSG00000066813",348158,"ACSM2B"
"hsa","ENSG00000066827",57623,"ZFAT"
"hsa","ENSG00000066855",9650,"MTFR1"
"hsa","ENSG00000066923",10734,"STAG3"
"hsa","ENSG00000066926",2235,"FECH"
"hsa","ENSG00000066933",4649,"MYO9A"
"hsa","ENSG00000067048",8653,"DDX3Y"
"hsa","ENSG00000067057",5214,"PFKP"
"hsa","ENSG00000067064",3422,"IDI1"
"hsa","ENSG00000067066",6672,"SP100"
"hsa","ENSG00000067082",1316,"KLF6"
"hsa","ENSG00000067113",8611,"PLPP1"
"hsa","ENSG00000067141",4756,"NEO1"
"hsa","ENSG00000067167",23471,"TRAM1"
"hsa","ENSG00000067177",5255,"PHKA1"
"hsa","ENSG00000067182",7132,"TNFRSF1A"
"hsa","ENSG00000067191",782,"CACNB1"
"hsa","ENSG00000067208",7813,"EVI5"
"hsa","ENSG00000067221",9399,"STOML1"
"hsa","ENSG00000067225",5315,"PKM"
"hsa","ENSG00000067248",54505,"DHX29"
"hsa","ENSG00000067334",30836,"DNTTIP2"
"hsa","ENSG00000067365",79091,"METTL22"
"hsa","ENSG00000067369",7158,"TP53BP1"
"hsa","ENSG00000067445",7216,"TRO"
"hsa","ENSG00000067533",51018,"RRP15"
"hsa","ENSG00000067560",387,"RHOA"
"hsa","ENSG00000067596",1659,"DHX8"
"hsa","ENSG00000067606",5590,"PRKCZ"
"hsa","ENSG00000067646",7544,"ZFY"
"hsa","ENSG00000067704",55699,"IARS2"
"hsa","ENSG00000067715",6857,"SYT1"
"hsa","ENSG00000067798",89795,"NAV3"
"hsa","ENSG00000067829",3421,"IDH3G"
"hsa","ENSG00000067836",79641,"ROGDI"
"hsa","ENSG00000067840",57595,"PDZD4"
"hsa","ENSG00000067842",492,"ATP2B3"
"hsa","ENSG00000067900",6093,"ROCK1"
"hsa","ENSG00000067955",865,"CBFB"
"hsa","ENSG00000067992",5165,"PDK3"
"hsa","ENSG00000068001",8692,"HYAL2"
"hsa","ENSG00000068024",9759,"HDAC4"
"hsa","ENSG00000068028",11186,"RASSF1"
"hsa","ENSG00000068078",2261,"FGFR3"
"hsa","ENSG00000068079",3430,"IFI35"
"hsa","ENSG00000068097",63897,"HEATR6"
"hsa","ENSG00000068120",80347,"COASY"
"hsa","ENSG00000068137",79990,"PLEKHH3"
"hsa","ENSG00000068305",4205,"MEF2A"
"hsa","ENSG00000068308",55593,"OTUD5"
"hsa","ENSG00000068323",7030,"TFE3"
"hsa","ENSG00000068354",4943,"TBC1D25"
"hsa","ENSG00000068366",2182,"ACSL4"
"hsa","ENSG00000068383",3632,"INPP5A"
"hsa","ENSG00000068394",27238,"GPKOW"
"hsa","ENSG00000068400",56850,"GRIPAP1"
"hsa","ENSG00000068438",24140,"FTSJ1"
"hsa","ENSG00000068489",55771,"PRR11"
"hsa","ENSG00000068615",65055,"REEP1"
"hsa","ENSG00000068650",23250,"ATP11A"
"hsa","ENSG00000068654",25885,"POLR1A"
"hsa","ENSG00000068697",9741,"LAPTM4A"
"hsa","ENSG00000068724",57217,"TTC7A"
"hsa","ENSG00000068745",51447,"IP6K2"
"hsa","ENSG00000068781",286749,"STON1-GTF2A1L"
"hsa","ENSG00000068784",55133,"SRBD1"
"hsa","ENSG00000068796",3796,"KIF2A"
"hsa","ENSG00000068831",10235,"RASGRP2"
"hsa","ENSG00000068878",23198,"PSME4"
"hsa","ENSG00000068885",57560,"IFT80"
"hsa","ENSG00000068903",22933,"SIRT2"
"hsa","ENSG00000068912",27248,"ERLEC1"
"hsa","ENSG00000068971",5526,"PPP2R5B"
"hsa","ENSG00000068976",5837,"PYGM"
"hsa","ENSG00000068985",8712,"PAGE1"
"hsa","ENSG00000069011",5307,"PITX1"
"hsa","ENSG00000069018",57113,"TRPC7"
"hsa","ENSG00000069020",375449,"MAST4"
"hsa","ENSG00000069122",221395,"ADGRF5"
"hsa","ENSG00000069188",54549,"SDK2"
"hsa","ENSG00000069206",8756,"ADAM7"
"hsa","ENSG00000069248",55746,"NUP133"
"hsa","ENSG00000069275",64710,"NUCKS1"
"hsa","ENSG00000069329",55737,"VPS35"
"hsa","ENSG00000069345",10294,"DNAJA2"
"hsa","ENSG00000069399",602,"BCL3"
"hsa","ENSG00000069424",8514,"KCNAB2"
"hsa","ENSG00000069431",10060,"ABCC9"
"hsa","ENSG00000069482",51083,"GAL"
"hsa","ENSG00000069493",29121,"CLEC2D"
"hsa","ENSG00000069509",139341,"FUNDC1"
"hsa","ENSG00000069535",4129,"MAOB"
"hsa","ENSG00000069667",6095,"RORA"
"hsa","ENSG00000069696",1815,"DRD4"
"hsa","ENSG00000069702",7049,"TGFBR3"
"hsa","ENSG00000069764",8399,"PLA2G10"
"hsa","ENSG00000069812",54626,"HES2"
"hsa","ENSG00000069849",483,"ATP1B3"
"hsa","ENSG00000069869",4734,"NEDD4"
"hsa","ENSG00000069943",9488,"PIGB"
"hsa","ENSG00000069956",5597,"MAPK6"
"hsa","ENSG00000069966",10681,"GNB5"
"hsa","ENSG00000069974",5873,"RAB27A"
"hsa","ENSG00000069998",27440,"HDHD5"
"hsa","ENSG00000070010",7353,"UFD1"
"hsa","ENSG00000070018",4040,"LRP6"
"hsa","ENSG00000070019",2984,"GUCY2C"
"hsa","ENSG00000070031",6343,"SCT"
"hsa","ENSG00000070047",57661,"PHRF1"
"hsa","ENSG00000070061",8518,"ELP1"
"hsa","ENSG00000070081",4925,"NUCB2"
"hsa","ENSG00000070087",5217,"PFN2"
"hsa","ENSG00000070159",5774,"PTPN3"
"hsa","ENSG00000070182",6710,"SPTB"
"hsa","ENSG00000070190",27071,"DAPP1"
"hsa","ENSG00000070193",2255,"FGF10"
"hsa","ENSG00000070214",23446,"SLC44A1"
"hsa","ENSG00000070269",54916,"TMEM260"
"hsa","ENSG00000070366",23293,"SMG6"
"hsa","ENSG00000070367",10640,"EXOC5"
"hsa","ENSG00000070371",8218,"CLTCL1"
"hsa","ENSG00000070388",27006,"FGF22"
"hsa","ENSG00000070404",10272,"FSTL3"
"hsa","ENSG00000070413",9993,"DGCR2"
"hsa","ENSG00000070423",55658,"RNF126"
"hsa","ENSG00000070444",4335,"MNT"
"hsa","ENSG00000070476",79364,"ZXDC"
"hsa","ENSG00000070495",23210,"JMJD6"
"hsa","ENSG00000070501",5423,"POLB"
"hsa","ENSG00000070526",55808,"ST6GALNAC1"
"hsa","ENSG00000070540",55062,"WIPI1"
"hsa","ENSG00000070601",22844,"FRMPD1"
"hsa","ENSG00000070610",57704,"GBA2"
"hsa","ENSG00000070614",3340,"NDST1"
"hsa","ENSG00000070669",440,"ASNS"
"hsa","ENSG00000070718",10947,"AP3M2"
"hsa","ENSG00000070729",1258,"CNGB1"
"hsa","ENSG00000070731",10610,"ST6GALNAC2"
"hsa","ENSG00000070748",1103,"CHAT"
"hsa","ENSG00000070756",26986,"PABPC1"
"hsa","ENSG00000070759",10420,"TESK2"
"hsa","ENSG00000070761",29105,"CFAP20"
