"org","ensemblID","entrezGeneID","entrezGeneAccession"
"hsa","ENSG00000170145",23235,"SIK2"
"hsa","ENSG00000170153",57484,"RNF150"
"hsa","ENSG00000170160",9720,"CCDC144A"
"hsa","ENSG00000170161",554249,"LOC554249"
"hsa","ENSG00000170162",245806,"VGLL2"
"hsa","ENSG00000170166",3233,"HOXD4"
"hsa","ENSG00000170175",1140,"CHRNB1"
"hsa","ENSG00000170178",3238,"HOXD12"
"hsa","ENSG00000170180",2993,"GYPA"
"hsa","ENSG00000170185",84640,"USP38"
"hsa","ENSG00000170190",9121,"SLC16A5"
"hsa","ENSG00000170191",140838,"NANP"
"hsa","ENSG00000170209",255239,"ANKK1"
"hsa","ENSG00000170214",147,"ADRA1B"
"hsa","ENSG00000170222",56985,"ADPRM"
"hsa","ENSG00000170231",2172,"FABP6"
"hsa","ENSG00000170234",114825,"PWWP2A"
"hsa","ENSG00000170236",373509,"USP50"
"hsa","ENSG00000170242",55031,"USP47"
"hsa","ENSG00000170248",10015,"PDCD6IP"
"hsa","ENSG00000170255",259249,"MRGPRX1"
"hsa","ENSG00000170260",7988,"ZNF212"
"hsa","ENSG00000170262",56246,"MRAP"
"hsa","ENSG00000170264",84140,"FAM161A"
"hsa","ENSG00000170265",8427,"ZNF282"
"hsa","ENSG00000170266",2720,"GLB1"
"hsa","ENSG00000170270",84520,"GON7"
"hsa","ENSG00000170271",10826,"FAXDC2"
"hsa","ENSG00000170275",10491,"CRTAP"
"hsa","ENSG00000170276",3316,"HSPB2"
"hsa","ENSG00000170279",202865,"C7orf33"
"hsa","ENSG00000170289",54714,"CNGB3"
"hsa","ENSG00000170290",6588,"SLN"
"hsa","ENSG00000170291",23587,"ELP5"
"hsa","ENSG00000170293",152189,"CMTM8"
"hsa","ENSG00000170296",11337,"GABARAP"
"hsa","ENSG00000170298",284194,"LGALS9B"
"hsa","ENSG00000170310",9482,"STX8"
"hsa","ENSG00000170312",983,"CDK1"
"hsa","ENSG00000170315",7314,"UBB"
"hsa","ENSG00000170322",4798,"NFRKB"
"hsa","ENSG00000170323",2167,"FABP4"
"hsa","ENSG00000170324",143162,"FRMPD2"
"hsa","ENSG00000170325",56980,"PRDM10"
"hsa","ENSG00000170340",10678,"B3GNT2"
"hsa","ENSG00000170345",2353,"FOS"
"hsa","ENSG00000170348",10972,"TMED10"
"hsa","ENSG00000170364",6419,"SETMAR"
"hsa","ENSG00000170365",4086,"SMAD1"
"hsa","ENSG00000170367",1473,"CST5"
"hsa","ENSG00000170369",1470,"CST2"
"hsa","ENSG00000170370",2018,"EMX2"
"hsa","ENSG00000170373",1469,"CST1"
"hsa","ENSG00000170374",121340,"SP7"
"hsa","ENSG00000170379",285966,"TCAF2"
"hsa","ENSG00000170381",9723,"SEMA3E"
"hsa","ENSG00000170382",10446,"LRRN2"
"hsa","ENSG00000170385",7779,"SLC30A1"
"hsa","ENSG00000170390",166614,"DCLK2"
"hsa","ENSG00000170396",91752,"ZNF804A"
"hsa","ENSG00000170412",55890,"GPRC5C"
"hsa","ENSG00000170417",130827,"TMEM182"
"hsa","ENSG00000170419",222008,"VSTM2A"
"hsa","ENSG00000170421",3856,"KRT8"
"hsa","ENSG00000170423",196374,"KRT78"
"hsa","ENSG00000170425",136,"ADORA2B"
"hsa","ENSG00000170426",121214,"SDR9C7"
"hsa","ENSG00000170430",4255,"MGMT"
"hsa","ENSG00000170439",196410,"METTL7B"
"hsa","ENSG00000170442",3892,"KRT86"
"hsa","ENSG00000170445",3035,"HARS1"
"hsa","ENSG00000170448",152518,"NFXL1"
"hsa","ENSG00000170454",9119,"KRT75"
"hsa","ENSG00000170456",160518,"DENND5B"
"hsa","ENSG00000170458",929,"CD14"
"hsa","ENSG00000170464",202052,"DNAJC18"
"hsa","ENSG00000170465",286887,"KRT6C"
"hsa","ENSG00000170469",202051,"SPATA24"
"hsa","ENSG00000170471",57148,"RALGAPB"
"hsa","ENSG00000170473",84305,"PYM1"
"hsa","ENSG00000170476",51237,"MZB1"
"hsa","ENSG00000170477",3851,"KRT4"
"hsa","ENSG00000170482",9963,"SLC23A1"
"hsa","ENSG00000170484",121391,"KRT74"
"hsa","ENSG00000170485",4862,"NPAS2"
"hsa","ENSG00000170486",140807,"KRT72"
"hsa","ENSG00000170498",3814,"KISS1"
"hsa","ENSG00000170500",164832,"LONRF2"
"hsa","ENSG00000170502",53343,"NUDT9"
"hsa","ENSG00000170509",345275,"HSD17B13"
"hsa","ENSG00000170515",5036,"PA2G4"
"hsa","ENSG00000170516",170712,"COX7B2"
"hsa","ENSG00000170522",79071,"ELOVL6"
"hsa","ENSG00000170523",3889,"KRT83"
"hsa","ENSG00000170525",5209,"PFKFB3"
"hsa","ENSG00000170537",79905,"TMC7"
"hsa","ENSG00000170540",23204,"ARL6IP1"
"hsa","ENSG00000170542",5272,"SERPINB9"
"hsa","ENSG00000170545",57228,"SMAGP"
"hsa","ENSG00000170549",79192,"IRX1"
"hsa","ENSG00000170558",1000,"CDH2"
"hsa","ENSG00000170561",153572,"IRX2"
"hsa","ENSG00000170571",133418,"EMB"
"hsa","ENSG00000170577",10736,"SIX2"
"hsa","ENSG00000170579",9229,"DLGAP1"
"hsa","ENSG00000170581",6773,"STAT2"
"hsa","ENSG00000170584",134492,"NUDCD2"
"hsa","ENSG00000170604",26145,"IRF2BP1"
"hsa","ENSG00000170605",441639,"OR9K2"
"hsa","ENSG00000170606",3308,"HSPA4"
"hsa","ENSG00000170608",3171,"FOXA3"
"hsa","ENSG00000170613",153745,"FAM71B"
"hsa","ENSG00000170615",375611,"SLC26A5"
"hsa","ENSG00000170619",28991,"COMMD5"
"hsa","ENSG00000170624",6444,"SGCD"
"hsa","ENSG00000170627",121355,"GTSF1"
"hsa","ENSG00000170631",7564,"ZNF16"
"hsa","ENSG00000170632",83787,"ARMC10"
"hsa","ENSG00000170633",80196,"RNF34"
"hsa","ENSG00000170634",98,"ACYP2"
"hsa","ENSG00000170638",80305,"TRABD"
"hsa","ENSG00000170653",11016,"ATF7"
"hsa","ENSG00000170667",100271927,"RASA4B"
"hsa","ENSG00000170677",9306,"SOCS6"
"hsa","ENSG00000170681",347273,"CAVIN4"
"hsa","ENSG00000170683",26496,"OR10A3"
"hsa","ENSG00000170684",162979,"ZNF296"
"hsa","ENSG00000170689",3219,"HOXB9"
"hsa","ENSG00000170703",284076,"TTLL6"
"hsa","ENSG00000170734",5429,"POLH"
"hsa","ENSG00000170743",143425,"SYT9"
"hsa","ENSG00000170745",3790,"KCNS3"
"hsa","ENSG00000170748",27288,"RBMXL2"
"hsa","ENSG00000170759",3799,"KIF5B"
"hsa","ENSG00000170775",2861,"GPR37"
"hsa","ENSG00000170776",11214,"AKAP13"
"hsa","ENSG00000170777",89882,"TPD52L3"
"hsa","ENSG00000170779",55038,"CDCA4"
"hsa","ENSG00000170782",283297,"OR10A4"
"hsa","ENSG00000170786",195814,"SDR16C5"
"hsa","ENSG00000170788",143241,"DYDC1"
"hsa","ENSG00000170790",341276,"OR10A2"
"hsa","ENSG00000170791",79145,"CHCHD7"
"hsa","ENSG00000170801",94031,"HTRA3"
"hsa","ENSG00000170802",3344,"FOXN2"
"hsa","ENSG00000170807",442721,"LMOD2"
"hsa","ENSG00000170819",8419,"BFSP2"
"hsa","ENSG00000170820",2492,"FSHR"
"hsa","ENSG00000170832",84669,"USP32"
"hsa","ENSG00000170835",1056,"CEL"
"hsa","ENSG00000170836",8493,"PPM1D"
"hsa","ENSG00000170837",2850,"GPR27"
"hsa","ENSG00000170848",5675,"PSG6"
"hsa","ENSG00000170852",25948,"KBTBD2"
"hsa","ENSG00000170854",84864,"RIOX2"
"hsa","ENSG00000170855",51499,"TRIAP1"
"hsa","ENSG00000170860",27258,"LSM3"
"hsa","ENSG00000170871",9778,"KIAA0232"
"hsa","ENSG00000170873",9788,"MTSS1"
"hsa","ENSG00000170876",79188,"TMEM43"
"hsa","ENSG00000170881",11236,"RNF139"
"hsa","ENSG00000170889",6203,"RPS9"
"hsa","ENSG00000170890",5319,"PLA2G1B"
"hsa","ENSG00000170891",54360,"CYTL1"
"hsa","ENSG00000170892",79042,"TSEN34"
"hsa","ENSG00000170893",7200,"TRH"
"hsa","ENSG00000170899",2941,"GSTA4"
"hsa","ENSG00000170903",84437,"MSANTD4"
"hsa","ENSG00000170906",4696,"NDUFA3"
"hsa","ENSG00000170909",126014,"OSCAR"
"hsa","ENSG00000170915",85315,"PAQR8"
"hsa","ENSG00000170917",11162,"NUDT6"
"hsa","ENSG00000170920",390883,"OR7G3"
"hsa","ENSG00000170921",26115,"TANC2"
"hsa","ENSG00000170923",390882,"OR7G2"
"hsa","ENSG00000170925",56156,"TEX13B"
"hsa","ENSG00000170927",5314,"PKHD1"
"hsa","ENSG00000170929",125963,"OR1M1"
"hsa","ENSG00000170935",392517,"NCBP2L"
"hsa","ENSG00000170946",120526,"DNAJC24"
"hsa","ENSG00000170948",85509,"MBD3L1"
"hsa","ENSG00000170949",90338,"ZNF160"
"hsa","ENSG00000170950",5232,"PGK2"
"hsa","ENSG00000170953",219858,"OR8B12"
"hsa","ENSG00000170954",55786,"ZNF415"
"hsa","ENSG00000170955",112464,"CAVIN3"
"hsa","ENSG00000170956",1084,"CEACAM3"
"hsa","ENSG00000170959",341019,"DCDC1"
"hsa","ENSG00000170961",3037,"HAS2"
"hsa","ENSG00000170962",80310,"PDGFD"
"hsa","ENSG00000170965",10761,"PLAC1"
"hsa","ENSG00000170967",414301,"DDI1"
"hsa","ENSG00000170989",1901,"S1PR1"
"hsa","ENSG00000171004",90161,"HS6ST2"
"hsa","ENSG00000171014",219875,"OR4D5"
"hsa","ENSG00000171016",26108,"PYGO1"
"hsa","ENSG00000171017",80131,"LRRC8E"
"hsa","ENSG00000171033",5569,"PKIA"
"hsa","ENSG00000171044",286046,"XKR6"
"hsa","ENSG00000171045",203062,"TSNARE1"
"hsa","ENSG00000171049",2358,"FPR2"
"hsa","ENSG00000171051",2357,"FPR1"
"hsa","ENSG00000171053",160065,"PATE1"
"hsa","ENSG00000171054",347468,"OR13H1"
"hsa","ENSG00000171055",9637,"FEZ2"
"hsa","ENSG00000171056",83595,"SOX7"
"hsa","ENSG00000171060",203076,"C8orf74"
"hsa","ENSG00000171067",53838,"C11orf24"
"hsa","ENSG00000171094",238,"ALK"
"hsa","ENSG00000171097",883,"KYAT1"
"hsa","ENSG00000171100",4534,"MTM1"
"hsa","ENSG00000171101",284367,"SIGLEC17P"
"hsa","ENSG00000171102",29989,"OBP2B"
"hsa","ENSG00000171103",55006,"TRMT61B"
"hsa","ENSG00000171105",3643,"INSR"
"hsa","ENSG00000171109",55669,"MFN1"
"hsa","ENSG00000171115",155038,"GIMAP8"
"hsa","ENSG00000171116",100506164,"HSFX1"
"hsa","ENSG00000171119",4902,"NRTN"
"hsa","ENSG00000171121",27094,"KCNMB3"
"hsa","ENSG00000171124",2525,"FUT3"
"hsa","ENSG00000171126",170850,"KCNG3"
"hsa","ENSG00000171130",155066,"ATP6V0E2"
"hsa","ENSG00000171132",5581,"PRKCE"
"hsa","ENSG00000171133",26248,"OR2K2"
"hsa","ENSG00000171135",84522,"JAGN1"
"hsa","ENSG00000171136",117579,"RLN3"
"hsa","ENSG00000171148",10474,"TADA3"
"hsa","ENSG00000171150",9655,"SOCS5"
"hsa","ENSG00000171155",29071,"C1GALT1C1"
"hsa","ENSG00000171159",79095,"C9orf16"
"hsa","ENSG00000171160",118812,"MORN4"
"hsa","ENSG00000171161",79894,"ZNF672"
"hsa","ENSG00000171163",55657,"ZNF692"
"hsa","ENSG00000171169",203245,"NAIF1"
"hsa","ENSG00000171174",64080,"RBKS"
"hsa","ENSG00000171180",26245,"OR2M4"
"hsa","ENSG00000171189",2897,"GRIK1"
"hsa","ENSG00000171195",4589,"MUC7"
"hsa","ENSG00000171199",58503,"OPRPN"
"hsa","ENSG00000171201",10879,"SMR3B"
"hsa","ENSG00000171202",84233,"TMEM126A"
"hsa","ENSG00000171204",55863,"TMEM126B"
"hsa","ENSG00000171206",81603,"TRIM8"
"hsa","ENSG00000171208",81831,"NETO2"
"hsa","ENSG00000171209",1448,"CSN3"
"hsa","ENSG00000171217",49861,"CLDN20"
"hsa","ENSG00000171219",55561,"CDC42BPG"
"hsa","ENSG00000171222",51282,"SCAND1"
"hsa","ENSG00000171223",3726,"JUNB"
"hsa","ENSG00000171224",219738,"FAM241B"
"hsa","ENSG00000171227",140738,"TMEM37"
"hsa","ENSG00000171234",7364,"UGT2B7"
"hsa","ENSG00000171236",116844,"LRG1"
"hsa","ENSG00000171241",79801,"SHCBP1"
"hsa","ENSG00000171243",25928,"SOSTDC1"
"hsa","ENSG00000171246",4884,"NPTX1"
"hsa","ENSG00000171262",283742,"FAM98B"
"hsa","ENSG00000171291",90594,"ZNF439"
"hsa","ENSG00000171295",126070,"ZNF440"
"hsa","ENSG00000171298",2548,"GAA"
"hsa","ENSG00000171302",124583,"CANT1"
"hsa","ENSG00000171303",3777,"KCNK3"
"hsa","ENSG00000171307",84287,"ZDHHC16"
"hsa","ENSG00000171310",50515,"CHST11"
"hsa","ENSG00000171311",51013,"EXOSC1"
"hsa","ENSG00000171314",5223,"PGAM1"
"hsa","ENSG00000171316",55636,"CHD7"
"hsa","ENSG00000171320",157570,"ESCO2"
"hsa","ENSG00000171345",3880,"KRT19"
"hsa","ENSG00000171346",3866,"KRT15"
"hsa","ENSG00000171357",541468,"LURAP1"
"hsa","ENSG00000171360",8687,"KRT38"
"hsa","ENSG00000171365",1184,"CLCN5"
"hsa","ENSG00000171368",11076,"TPPP"
"hsa","ENSG00000171385",3752,"KCND3"
"hsa","ENSG00000171388",8862,"APLN"
"hsa","ENSG00000171396",84616,"KRTAP4-4"
"hsa","ENSG00000171401",3860,"KRT13"
"hsa","ENSG00000171402",170626,"XAGE3"
"hsa","ENSG00000171403",3857,"KRT9"
"hsa","ENSG00000171405",170627,"XAGE5"
"hsa","ENSG00000171408",27115,"PDE7B"
"hsa","ENSG00000171421",64979,"MRPL36"
"hsa","ENSG00000171425",51545,"ZNF581"
"hsa","ENSG00000171428",9,"NAT1"
"hsa","ENSG00000171431",54474,"KRT20"
"hsa","ENSG00000171433",392465,"GLOD5"
"hsa","ENSG00000171435",283455,"KSR2"
"hsa","ENSG00000171443",147807,"ZNF524"
"hsa","ENSG00000171444",4163,"MCC"
"hsa","ENSG00000171446",342574,"KRT27"
"hsa","ENSG00000171448",57684,"ZBTB26"
"hsa","ENSG00000171450",8941,"CDK5R2"
"hsa","ENSG00000171451",92126,"DSEL"
"hsa","ENSG00000171453",9533,"POLR1C"
"hsa","ENSG00000171456",171023,"ASXL1"
"hsa","ENSG00000171459",392390,"OR1L6"
"hsa","ENSG00000171462",65989,"DLK2"
"hsa","ENSG00000171466",54811,"ZNF562"
"hsa","ENSG00000171467",24149,"ZNF318"
"hsa","ENSG00000171469",93134,"ZNF561"
"hsa","ENSG00000171475",147179,"WIPF2"
"hsa","ENSG00000171476",84525,"HOPX"
"hsa","ENSG00000171478",729201,"SPACA5B"
"hsa","ENSG00000171481",26735,"OR1L3"
"hsa","ENSG00000171487",126206,"NLRP5"
"hsa","ENSG00000171488",84230,"LRRC8C"
"hsa","ENSG00000171489",389852,"SPACA5"
"hsa","ENSG00000171490",26156,"RSL1D1"
"hsa","ENSG00000171492",55144,"LRRC8D"
"hsa","ENSG00000171495",133558,"MROH2B"
"hsa","ENSG00000171496",138881,"OR1L8"
"hsa","ENSG00000171497",5481,"PPID"
"hsa","ENSG00000171501",138882,"OR1N2"
"hsa","ENSG00000171502",255631,"COL24A1"
"hsa","ENSG00000171503",2110,"ETFDH"
"hsa","ENSG00000171505",138883,"OR1N1"
"hsa","ENSG00000171509",59350,"RXFP1"
"hsa","ENSG00000171517",23566,"LPAR3"
"hsa","ENSG00000171522",5734,"PTGER4"
"hsa","ENSG00000171530",6902,"TBCA"
"hsa","ENSG00000171532",4761,"NEUROD2"
"hsa","ENSG00000171533",4135,"MAP6"
"hsa","ENSG00000171540",23440,"OTP"
"hsa","ENSG00000171551",9427,"ECEL1"
"hsa","ENSG00000171552",598,"BCL2L1"
"hsa","ENSG00000171557",2266,"FGG"
"hsa","ENSG00000171560",2243,"FGA"
"hsa","ENSG00000171561",341152,"OR2AT4"
"hsa","ENSG00000171564",2244,"FGB"
"hsa","ENSG00000171566",5356,"PLRG1"
"hsa","ENSG00000171574",201514,"ZNF584"
"hsa","ENSG00000171587",1826,"DSCAM"
"hsa","ENSG00000171595",64446,"DNAI2"
"hsa","ENSG00000171596",10316,"NMUR1"
"hsa","ENSG00000171603",22883,"CLSTN1"
"hsa","ENSG00000171604",51523,"CXXC5"
"hsa","ENSG00000171606",10782,"ZNF274"
"hsa","ENSG00000171608",5293,"PIK3CD"
"hsa","ENSG00000171611",171558,"PTCRA"
"hsa","ENSG00000171612",84275,"SLC25A33"
"hsa","ENSG00000171617",8507,"ENC1"
"hsa","ENSG00000171621",80176,"SPSB1"
"hsa","ENSG00000171631",5031,"P2RY6"
"hsa","ENSG00000171634",2186,"BPTF"
"hsa","ENSG00000171643",170591,"S100Z"
"hsa","ENSG00000171649",284307,"ZIK1"
"hsa","ENSG00000171657",27197,"GPR82"
"hsa","ENSG00000171659",2857,"GPR34"
"hsa","ENSG00000171680",57449,"PLEKHG5"
"hsa","ENSG00000171681",55729,"ATF7IP"
"hsa","ENSG00000171695",198437,"LKAAEAR1"
"hsa","ENSG00000171700",10287,"RGS19"
"hsa","ENSG00000171703",6919,"TCEA2"
"hsa","ENSG00000171711",1673,"DEFB4A"
"hsa","ENSG00000171711",100289462,"DEFB4B"
"hsa","ENSG00000171714",203859,"ANO5"
"hsa","ENSG00000171720",8841,"HDAC3"
"hsa","ENSG00000171722",284680,"SPATA46"
"hsa","ENSG00000171723",10243,"GPHN"
"hsa","ENSG00000171724",57687,"VAT1L"
"hsa","ENSG00000171729",55092,"TMEM51"
"hsa","ENSG00000171735",23261,"CAMTA1"
"hsa","ENSG00000171747",3960,"LGALS4"
"hsa","ENSG00000171757",151827,"LRRC34"
"hsa","ENSG00000171759",5053,"PAH"
"hsa","ENSG00000171763",79029,"SPATA5L1"
"hsa","ENSG00000171766",2628,"GATM"
"hsa","ENSG00000171772",93426,"SYCE1"
"hsa","ENSG00000171773",115861,"NXNL1"
"hsa","ENSG00000171777",115727,"RASGRP4"
"hsa","ENSG00000171786",4807,"NHLH1"
"hsa","ENSG00000171790",200172,"SLFNL1"
"hsa","ENSG00000171791",596,"BCL2"
"hsa","ENSG00000171792",83695,"RHNO1"
"hsa","ENSG00000171793",1503,"CTPS1"
"hsa","ENSG00000171794",8433,"UTF1"
"hsa","ENSG00000171798",85442,"KNDC1"
"hsa","ENSG00000171804",83889,"WDR87"
"hsa","ENSG00000171806",92342,"METTL18"
"hsa","ENSG00000171811",54777,"CFAP46"
"hsa","ENSG00000171812",1296,"COL8A2"
"hsa","ENSG00000171813",170394,"PWWP2B"
"hsa","ENSG00000171815",29930,"PCDHB1"
"hsa","ENSG00000171817",163255,"ZNF540"
"hsa","ENSG00000171819",10218,"ANGPTL7"
"hsa","ENSG00000171823",144699,"FBXL14"
"hsa","ENSG00000171824",5394,"EXOSC10"
"hsa","ENSG00000171827",148268,"ZNF570"
"hsa","ENSG00000171840",4815,"NINJ2"
"hsa","ENSG00000171843",4300,"MLLT3"
"hsa","ENSG00000171847",55138,"FAM90A1"
"hsa","ENSG00000171848",6241,"RRM2"
"hsa","ENSG00000171853",51112,"TRAPPC12"
"hsa","ENSG00000171855",3456,"IFNB1"
"hsa","ENSG00000171858",6227,"RPS21"
"hsa","ENSG00000171860",719,"C3AR1"
"hsa","ENSG00000171861",55178,"MRM3"
"hsa","ENSG00000171862",5728,"PTEN"
"hsa","ENSG00000171863",6201,"RPS7"
"hsa","ENSG00000171864",23627,"PRND"
"hsa","ENSG00000171865",246243,"RNASEH1"
"hsa","ENSG00000171867",5621,"PRNP"
"hsa","ENSG00000171872",128209,"KLF17"
"hsa","ENSG00000171873",146,"ADRA1D"
"hsa","ENSG00000171877",84978,"FRMD5"
"hsa","ENSG00000171885",361,"AQP4"
"hsa","ENSG00000171903",57834,"CYP4F11"
"hsa","ENSG00000171914",83660,"TLN2"
"hsa","ENSG00000171916",654346,"LGALS9C"
"hsa","ENSG00000171928",51030,"TVP23B"
"hsa","ENSG00000171931",10517,"FBXW10"
"hsa","ENSG00000171936",26532,"OR10H3"
"hsa","ENSG00000171940",7764,"ZNF217"
"hsa","ENSG00000171942",26538,"OR10H2"
"hsa","ENSG00000171944",390054,"OR52A5"
"hsa","ENSG00000171951",7857,"SCG2"
"hsa","ENSG00000171953",91647,"ATPAF2"
"hsa","ENSG00000171954",126410,"CYP4F22"
"hsa","ENSG00000171956",27023,"FOXB1"
"hsa","ENSG00000171960",10465,"PPIH"
"hsa","ENSG00000171962",83450,"DRC3"
"hsa","ENSG00000171970",126295,"ZNF57"
"hsa","ENSG00000171984",149840,"SHLD1"
"hsa","ENSG00000171987",143501,"C11orf40"
"hsa","ENSG00000171988",221037,"JMJD1C"
"hsa","ENSG00000171989",92483,"LDHAL6B"
"hsa","ENSG00000171992",11346,"SYNPO"
"hsa","ENSG00000172000",80032,"ZNF556"
"hsa","ENSG00000172005",4118,"MAL"
"hsa","ENSG00000172006",115196,"ZNF554"
"hsa","ENSG00000172007",83452,"RAB33B"
"hsa","ENSG00000172009",7064,"THOP1"
"hsa","ENSG00000172016",5068,"REG3A"
"hsa","ENSG00000172020",2596,"GAP43"
"hsa","ENSG00000172023",5968,"REG1B"
"hsa","ENSG00000172031",253152,"EPHX4"
"hsa","ENSG00000172037",3913,"LAMB2"
"hsa","ENSG00000172046",10869,"USP19"
"hsa","ENSG00000172053",5859,"QARS1"
"hsa","ENSG00000172057",94103,"ORMDL3"
"hsa","ENSG00000172058",8293,"SERF1A"
"hsa","ENSG00000172059",8462,"KLF11"
"hsa","ENSG00000172061",131578,"LRRC15"
"hsa","ENSG00000172062",6606,"SMN1"
"hsa","ENSG00000172071",9451,"EIF2AK3"
"hsa","ENSG00000172073",200523,"TEX37"
"hsa","ENSG00000172081",126308,"MOB3A"
"hsa","ENSG00000172086",51315,"KRCC1"
"hsa","ENSG00000172113",10201,"NME6"
"hsa","ENSG00000172115",54205,"CYCS"
"hsa","ENSG00000172116",926,"CD8B"
"hsa","ENSG00000172123",55106,"SLFN12"
"hsa","ENSG00000172137",794,"CALB2"
"hsa","ENSG00000172139",285335,"SLC9C1"
"hsa","ENSG00000172146",8383,"OR1A1"
"hsa","ENSG00000172150",26189,"OR1A2"
"hsa","ENSG00000172154",120586,"OR8I2"
"hsa","ENSG00000172155",353134,"LCE1D"
"hsa","ENSG00000172156",6356,"CCL11"
"hsa","ENSG00000172159",257019,"FRMD3"
"hsa","ENSG00000172164",6641,"SNTB1"
"hsa","ENSG00000172167",27085,"MTBP"
"hsa","ENSG00000172171",79736,"TEFM"
"hsa","ENSG00000172172",28998,"MRPL13"
"hsa","ENSG00000172175",10892,"MALT1"
"hsa","ENSG00000172179",5617,"PRL"
"hsa","ENSG00000172183",3669,"ISG20"
"hsa","ENSG00000172188",219429,"OR4C11"
"hsa","ENSG00000172197",154141,"MBOAT1"
"hsa","ENSG00000172199",219417,"OR8U1"
"hsa","ENSG00000172201",3400,"ID4"
"hsa","ENSG00000172208",119764,"OR4X2"
"hsa","ENSG00000172209",2845,"GPR22"
"hsa","ENSG00000172215",10663,"CXCR6"
"hsa","ENSG00000172216",1051,"CEBPB"
"hsa","ENSG00000172232",566,"AZU1"
"hsa","ENSG00000172236",7177,"TPSAB1"
"hsa","ENSG00000172238",474,"ATOH1"
"hsa","ENSG00000172239",10605,"PAIP1"
"hsa","ENSG00000172243",64581,"CLEC7A"
"hsa","ENSG00000172244",375444,"C5orf34"
"hsa","ENSG00000172247",114900,"C1QTNF4"
"hsa","ENSG00000172260",257194,"NEGR1"
"hsa","ENSG00000172262",7690,"ZNF131"
"hsa","ENSG00000172264",140733,"MACROD2"
"hsa","ENSG00000172269",1798,"DPAGT1"
"hsa","ENSG00000172270",682,"BSG"
"hsa","ENSG00000172273",25988,"HINFP"
"hsa","ENSG00000172288",9085,"CDY1"
"hsa","ENSG00000172289",390201,"OR10V1"
"hsa","ENSG00000172292",253782,"CERS6"
"hsa","ENSG00000172296",55304,"SPTLC3"
"hsa","ENSG00000172301",55352,"COPRS"
"hsa","ENSG00000172315",112858,"TP53RK"
"hsa","ENSG00000172318",8708,"B3GALT1"
"hsa","ENSG00000172320",219982,"OR5A1"
"hsa","ENSG00000172322",160364,"CLEC12A"
"hsa","ENSG00000172324",219981,"OR5A2"
"hsa","ENSG00000172331",669,"BPGM"
"hsa","ENSG00000172336",10248,"POP7"
"hsa","ENSG00000172339",199857,"ALG14"
"hsa","ENSG00000172340",8801,"SUCLG2"
"hsa","ENSG00000172345",80765,"STARD5"
"hsa","ENSG00000172346",27254,"CSDC2"
"hsa","ENSG00000172348",10231,"RCAN2"
"hsa","ENSG00000172349",3603,"IL16"
"hsa","ENSG00000172350",64137,"ABCG4"
"hsa","ENSG00000172352",253175,"CDY1B"
"hsa","ENSG00000172354",2783,"GNB2"
"hsa","ENSG00000172361",220136,"CFAP53"
"hsa","ENSG00000172362",390191,"OR5B12"
"hsa","ENSG00000172365",390190,"OR5B2"
"hsa","ENSG00000172366",84331,"MCRIP2"
"hsa","ENSG00000172367",79849,"PDZD3"
"hsa","ENSG00000172375",9854,"C2CD2L"
"hsa","ENSG00000172377",219954,"OR9I1"
"hsa","ENSG00000172379",9915,"ARNT2"
"hsa","ENSG00000172380",55970,"GNG12"
"hsa","ENSG00000172382",83886,"PRSS27"
"hsa","ENSG00000172399",51778,"MYOZ2"
"hsa","ENSG00000172403",171024,"SYNPO2"
"hsa","ENSG00000172404",150353,"DNAJB7"
"hsa","ENSG00000172409",10978,"CLP1"
"hsa","ENSG00000172410",10022,"INSL5"
"hsa","ENSG00000172421",146779,"EFCAB3"
"hsa","ENSG00000172425",143941,"TTC36"
"hsa","ENSG00000172426",221421,"RSPH9"
"hsa","ENSG00000172428",150678,"COPS9"
"hsa","ENSG00000172432",54676,"GTPBP2"
"hsa","ENSG00000172456",55277,"FGGY"
"hsa","ENSG00000172457",283189,"OR9G4"
"hsa","ENSG00000172458",53342,"IL17D"
"hsa","ENSG00000172459",219493,"OR5AR1"
"hsa","ENSG00000172461",10690,"FUT9"
"hsa","ENSG00000172464",338675,"OR5AP2"
"hsa","ENSG00000172465",9338,"TCEAL1"
"hsa","ENSG00000172466",7572,"ZNF24"
"hsa","ENSG00000172468",86614,"HSFY1"
"hsa","ENSG00000172469",79694,"MANEA"
"hsa","ENSG00000172476",142684,"RAB40A"
"hsa","ENSG00000172478",79919,"MAB21L4"
"hsa","ENSG00000172482",189,"AGXT"
"hsa","ENSG00000172487",219477,"OR8J1"
"hsa","ENSG00000172489",390154,"OR5T3"
"hsa","ENSG00000172493",4299,"AFF1"
"hsa","ENSG00000172497",134526,"ACOT12"
"hsa","ENSG00000172500",9158,"FIBP"
"hsa","ENSG00000172508",57571,"CARNS1"
"hsa","ENSG00000172519",284433,"OR10H5"
"hsa","ENSG00000172524",135644,"TRIM40"
"hsa","ENSG00000172530",54971,"BANP"
"hsa","ENSG00000172531",5499,"PPP1CA"
"hsa","ENSG00000172534",3054,"HCFC1"
"hsa","ENSG00000172538",170370,"FAM170B"
"hsa","ENSG00000172543",1521,"CTSW"
"hsa","ENSG00000172548",348938,"NIPAL4"
"hsa","ENSG00000172551",118430,"MUCL1"
"hsa","ENSG00000172554",54221,"SNTG2"
"hsa","ENSG00000172568",408263,"FNDC9"
"hsa","ENSG00000172572",5139,"PDE3A"
